죄종별(1),죄종별(2),죄종별(3),요일별,1994 년,1995 년,1996 년,1997 년,1998 년,1999 년,2000 년,2001 년,2002 년,2003 년,2004 년,2005 년,2006 년,2007 년,2008 년,2009 년,2010 년
특별법범,보안관찰법,소계,월요일,,,,1,1,1,,1,,,,,,,,,
특별법범,보안관찰법,소계,화요일,,,,,,,,,,1,,,,,,,
특별법범,보안관찰법,소계,수요일,,,1,2,2,,,1,,,1,1,,,,,
특별법범,보안관찰법,소계,목요일,,1,,,,,,1,,,1,1,,,,,
특별법범,보안관찰법,소계,금요일,,,,,,,,,2,,,,,,,,
특별법범,보안관찰법,소계,토요일,,,,,,,,,,1,,,,,,,
특별법범,보안관찰법,소계,미상,,,,,,,,2,,1,,,,,,,
특별법범,복표발행등사행행위단속법,소계,계,2,,1,,2,2,,,,0,,,,,,,
특별법범,복표발행등사행행위단속법,소계,일요일,,,,,1,,,,,,,,,,,,
특별법범,복표발행등사행행위단속법,소계,월요일,,,1,,,,,,,,,,,,,,
특별법범,복표발행등사행행위단속법,소계,수요일,,,,,,2,,,,,,,,,,,
특별법범,복표발행등사행행위단속법,소계,금요일,1,,,,,,,,,,,,,,,,
특별법범,복표발행등사행행위단속법,소계,토요일,,,,,1,,,,,,,,,,,,
특별법범,복표발행등사행행위단속법,소계,미상,1,,,,,,,,,,,,,,,,
특별법범,복표발행등사행행위단속법시행령,소계,계,,,,,,,,,,0,,,,,,,
특별법범,부동산중개업법,소계,계,399,379,302,321,372,718,459,503,583,684,898,1119,918,857,804,883,970
특별법범,부동산중개업법,소계,일요일,13,13,10,8,13,20,7,12,14,14,44,64,55,40,34,47,33
특별법범,부동산중개업법,소계,월요일,68,71,58,62,82,137,95,71,97,114,141,188,158,152,156,139,144
특별법범,부동산중개업법,소계,화요일,55,51,35,47,49,114,41,62,55,62,162,189,160,131,151,158,158
특별법범,부동산중개업법,소계,수요일,59,75,89,104,121,230,145,166,172,168,151,197,132,139,107,128,171
특별법범,부동산중개업법,소계,목요일,39,50,29,28,34,60,57,35,47,57,153,180,152,149,125,172,197
특별법범,부동산중개업법,소계,금요일,36,66,44,35,36,67,53,47,60,58,141,182,168,164,146,160,201
특별법범,부동산중개업법,소계,토요일,30,36,26,20,25,50,19,33,35,33,106,119,93,82,85,79,66
특별법범,부동산중개업법,소계,미상,99,17,11,17,12,40,42,77,103,178,,,,,,,
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,계,,,,,,,,,,,642,450,657,435,505,505,429
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,일요일,,,,,,,,,,,42,41,37,42,36,48,29
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,월요일,,,,,,,,,,,133,74,133,71,84,86,77
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,화요일,,,,,,,,,,,111,69,117,58,89,99,85
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,수요일,,,,,,,,,,,95,62,101,76,86,60,53
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,목요일,,,,,,,,,,,108,79,125,73,80,89,81
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,금요일,,,,,,,,,,,78,70,82,64,85,72,67
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,토요일,,,,,,,,,,,75,55,62,51,45,51,37
특별법범,부정경쟁방지법,소계,계,263,166,148,175,154,239,115,136,103,72,,,,,,,
특별법범,부정경쟁방지법,소계,일요일,15,12,5,5,1,7,5,4,3,2,,,,,,,
특별법범,부정경쟁방지법,소계,월요일,29,24,39,28,40,45,13,16,11,11,,,,,,,
특별법범,부정경쟁방지법,소계,화요일,35,17,19,29,13,29,21,17,9,9,,,,,,,
특별법범,부정경쟁방지법,소계,수요일,49,41,35,68,47,79,51,31,22,15,,,,,,,
특별법범,부정경쟁방지법,소계,목요일,30,21,13,17,16,24,7,17,9,3,,,,,,,
특별법범,부정경쟁방지법,소계,금요일,23,26,9,17,19,18,3,11,12,10,,,,,,,
특별법범,부정경쟁방지법,소계,토요일,14,19,12,6,9,13,2,4,9,2,,,,,,,
특별법범,부정경쟁방지법,소계,미상,68,6,16,5,9,24,13,36,28,20,,,,,,,
특별법범,부정수표단속법,소계,계,85605,104587,83751,75114,87488,36997,21138,17462,14347,19582,30433,19430,16375,12790,12804,13915,8456
특별법범,부정수표단속법,소계,일요일,4184,5342,4054,2778,3835,1352,723,622,449,615,2113,1320,1010,667,610,720,428
특별법범,부정수표단속법,소계,월요일,12455,18548,15869,14532,17512,6959,3712,2767,2253,3529,5551,4005,2986,2807,2947,2954,1918
특별법범,부정수표단속법,소계,화요일,11496,17149,12143,11183,11712,4660,2938,2209,1706,2345,4948,3084,2710,2135,2013,2492,1335
특별법범,부정수표단속법,소계,수요일,13231,21145,22176,20707,24375,11592,6125,5181,3899,5114,4975,2691,2573,2056,2058,2068,1416
특별법범,부정수표단속법,소계,목요일,9775,13500,9746,8492,10064,4126,2678,1814,1413,1622,4350,2895,2644,2005,2050,2194,1306
특별법범,부정수표단속법,소계,금요일,10107,13868,9917,8647,9712,3884,2287,1781,1380,1886,4961,3372,2733,1928,2095,2169,1445
특별법범,부정수표단속법,소계,토요일,7750,10660,8277,6036,6857,2873,1404,1097,713,781,3535,2063,1719,1192,1031,1318,608
특별법범,부정수표단속법,소계,미상,16607,4375,1569,2739,3421,1551,1271,1991,2534,3690,,,,,,,
특별법범,사격 및 사격장단속법,소계,계,1,3,,2,,1,,,,0,5,1,2,2,1,4,3
특별법범,사격 및 사격장단속법,소계,일요일,,1,,,,,,,,,,,1,,,2,2
특별법범,사격 및 사격장단속법,소계,월요일,,1,,,,1,,,,,2,1,,,,1,
특별법범,사격 및 사격장단속법,소계,화요일,,1,,,,,,,,,,,,,,,
특별법범,사격 및 사격장단속법,소계,수요일,,,,,,,,,,,3,,1,2,,,
특별법범,사격 및 사격장단속법,소계,목요일,1,,,1,,,,,,,,,,,,,
특별법범,사격 및 사격장단속법,소계,금요일,,,,,,,,,,,,,,,,1,
특별법범,사격 및 사격장단속법,소계,토요일,,,,1,,,,,,,,,,,1,,1
특별법범,사설강습소에 관한법률,소계,계,1,,1,1,,,1,,,0,,,,,,,
특별법범,사설강습소에 관한법률,소계,월요일,,,1,,,,,,,,,,,,,,
특별법범,사설강습소에 관한법률,소계,화요일,,,,1,,,1,,,,,,,,,,
특별법범,사설강습소에 관한법률,소계,목요일,1,,,,,,,,,,,,,,,,
특별법범,사행행위등 규제 및 처벌특례법,소계,계,318,139,184,139,176,251,44,47,43,61,1053,976,2322,3479,4757,5460,4326
특별법범,사행행위등 규제 및 처벌특례법,소계,일요일,15,4,11,4,16,10,1,5,2,4,89,66,160,257,412,529,416
특별법범,사행행위등 규제 및 처벌특례법,소계,월요일,44,17,37,30,25,41,12,8,10,7,155,149,369,532,762,911,721
특별법범,사행행위등 규제 및 처벌특례법,소계,화요일,37,22,31,26,21,22,7,6,5,7,188,176,382,619,752,867,691
특별법범,사행행위등 규제 및 처벌특례법,소계,수요일,44,38,33,30,36,75,8,9,11,15,162,170,389,577,749,909,689
특별법범,사행행위등 규제 및 처벌특례법,소계,목요일,30,16,20,15,32,35,2,6,4,12,166,149,427,590,832,851,689
특별법범,사행행위등 규제 및 처벌특례법,소계,금요일,33,27,27,21,26,32,6,9,7,3,171,174,352,563,700,804,673
특별법범,사행행위등 규제 및 처벌특례법,소계,토요일,22,9,23,8,13,32,5,1,2,5,122,92,243,341,550,589,447
특별법범,사행행위등 규제 및 처벌특례법,소계,미상,93,6,2,5,7,4,3,3,2,8,,,,,,,
특별법범,사회보호법,소계,계,,,1,,,,,,,0,,,,,,,
특별법범,사회보호법,소계,화요일,,,1,,,,,,,,,,,,,,
특별법범,사회안전법,소계,계,,,,,,,,,,1,,,,,,,
특별법범,사회안전법,소계,수요일,,,,,,,,,,1,,,,,,,
특별법범,산림법,소계,계,338,321,283,296,320,461,558,548,510,430,388,315,274,59,24,26,9
특별법범,산림법,소계,일요일,27,26,24,30,32,30,50,47,48,34,55,52,38,3,3,5,
특별법범,산림법,소계,월요일,40,64,58,57,64,82,94,95,89,87,62,38,37,4,2,4,3
특별법범,산림법,소계,화요일,40,44,47,45,41,42,61,68,50,34,49,58,29,10,4,3,1
특별법범,산림법,소계,수요일,40,58,59,59,94,117,140,118,136,82,66,40,34,11,4,6,
특별법범,산림법,소계,목요일,39,34,22,32,19,45,56,50,36,37,52,40,48,10,5,2,3
특별법범,산림법,소계,금요일,28,54,36,29,35,42,59,61,45,53,48,42,34,14,2,2,
특별법범,산림법,소계,토요일,32,30,29,34,30,79,25,42,34,24,56,45,54,7,4,4,2
특별법범,산림법,소계,미상,92,11,8,10,5,24,73,67,72,79,,,,,,,
특별법범,산업안전보건법,소계,계,28,48,28,35,23,20,34,38,42,25,16,16,11,9,10,17,6
특별법범,산업안전보건법,소계,일요일,3,1,1,1,2,,5,2,1,2,1,3,,1,,2,
특별법범,산업안전보건법,소계,월요일,4,6,5,8,2,4,7,12,4,2,2,4,3,1,1,4,
특별법범,산업안전보건법,소계,화요일,4,7,6,4,1,4,6,10,4,4,3,2,2,1,3,4,4
특별법범,산업안전보건법,소계,수요일,3,13,6,7,9,5,6,5,8,4,1,,1,2,2,,1
특별법범,산업안전보건법,소계,목요일,3,4,4,6,3,,2,4,3,1,4,3,2,,3,2,
특별법범,산업안전보건법,소계,금요일,4,12,2,3,3,3,3,2,5,2,2,3,1,2,1,2,
특별법범,산업안전보건법,소계,토요일,2,5,3,4,1,2,2,2,2,3,3,1,2,2,,3,1
특별법범,산업안전보건법,소계,미상,5,,1,2,2,2,3,1,15,7,,,,,,,
특별법범,상법,소계,계,10,9,22,19,43,20,54,34,106,131,32,184,81,46,43,73,134
특별법범,상법,소계,일요일,1,,,1,,,,,1,3,1,2,2,1,1,2,7
특별법범,상법,소계,월요일,2,3,4,2,8,4,4,6,17,20,4,25,10,11,7,11,26
특별법범,상법,소계,화요일,1,2,3,1,12,4,4,7,8,24,5,42,11,6,9,13,19
특별법범,상법,소계,수요일,,3,1,5,12,7,43,12,24,21,6,37,19,9,11,22,34
특별법범,상법,소계,목요일,2,1,3,2,2,2,1,1,18,13,8,40,18,8,7,12,33
특별법범,상법,소계,금요일,1,,2,5,7,3,,2,18,16,8,35,14,8,7,10,14
특별법범,상법,소계,토요일,,,3,2,2,,1,1,7,9,,3,7,3,1,3,1
특별법범,상법,소계,미상,3,,6,1,,,1,5,13,25,,,,,,,
특별법범,상표법,소계,계,300,337,321,465,462,1455,1191,1925,2334,1911,3632,1328,4649,2175,4255,4105,3172
특별법범,상표법,소계,일요일,14,26,11,12,20,31,40,75,56,42,286,99,264,154,204,215,140
특별법범,상표법,소계,월요일,43,70,91,87,111,405,212,322,429,281,579,186,786,379,742,687,576
특별법범,상표법,소계,화요일,38,48,47,69,54,196,171,290,264,190,672,218,865,346,883,661,573
특별법범,상표법,소계,수요일,41,72,68,170,159,468,413,494,536,392,530,224,843,371,768,790,516
특별법범,상표법,소계,목요일,31,43,32,40,35,133,116,247,243,181,626,223,811,384,730,831,657
특별법범,상표법,소계,금요일,43,43,39,50,43,121,107,167,217,209,605,243,724,342,648,690,509
특별법범,상표법,소계,토요일,20,16,18,27,27,72,62,84,102,58,334,135,356,199,280,231,201
특별법범,상표법,소계,미상,70,19,15,10,13,29,70,246,487,558,,,,,,,
특별법범,상품권법,소계,계,16,10,38,15,8,3,,,1,0,,,,,,,
특별법범,상품권법,소계,일요일,,,1,2,,,,,,,,,,,,,
특별법범,상품권법,소계,월요일,2,1,3,2,2,,,,,,,,,,,,
특별법범,상품권법,소계,화요일,,3,11,1,,,,,,,,,,,,,
특별법범,상품권법,소계,수요일,3,,2,5,4,2,,,1,,,,,,,,
특별법범,상품권법,소계,목요일,3,3,9,2,,1,,,,,,,,,,,
특별법범,상품권법,소계,금요일,1,1,1,2,,,,,,,,,,,,,
특별법범,상품권법,소계,토요일,2,2,1,1,1,,,,,,,,,,,,
특별법범,상품권법,소계,미상,5,,,,1,,,,,,,,,,,,
특별법범,상호신용금고법,소계,계,12,16,25,66,42,51,33,11,56,0,,,,,,,
특별법범,상호신용금고법,소계,일요일,2,,1,4,2,2,,,2,,,,,,,,
특별법범,상호신용금고법,소계,월요일,2,3,1,9,9,8,9,3,9,,,,,,,,
특별법범,상호신용금고법,소계,화요일,2,1,8,9,6,6,3,1,1,,,,,,,,
특별법범,상호신용금고법,소계,수요일,,7,7,16,15,28,15,5,27,,,,,,,,
특별법범,상호신용금고법,소계,목요일,,2,3,9,4,2,2,2,3,,,,,,,,
특별법범,상호신용금고법,소계,금요일,1,,2,7,,3,2,,5,,,,,,,,
특별법범,상호신용금고법,소계,토요일,1,2,3,5,4,1,1,,3,,,,,,,,
특별법범,상호신용금고법,소계,미상,4,1,,7,2,1,1,,6,,,,,,,,
특별법범,새마을금고법,소계,계,21,7,11,17,14,20,19,10,9,16,27,10,5,13,32,9,6
특별법범,새마을금고법,소계,일요일,,1,,,,1,1,,,,,1,1,,2,2,
특별법범,새마을금고법,소계,월요일,5,2,2,7,3,3,2,2,1,4,3,2,2,3,9,3,
특별법범,새마을금고법,소계,화요일,,1,2,,3,6,3,,2,2,5,1,1,2,6,1,
특별법범,새마을금고법,소계,수요일,2,,2,4,1,2,8,4,3,4,2,1,1,2,2,1,2
특별법범,새마을금고법,소계,목요일,4,2,1,3,,2,2,1,,1,6,2,,4,4,1,1
특별법범,새마을금고법,소계,금요일,3,1,3,1,1,2,1,,,,6,3,,1,3,1,2
특별법범,새마을금고법,소계,토요일,1,,,1,4,1,,1,1,,5,,,1,6,,1
특별법범,새마을금고법,소계,미상,6,,1,1,2,3,2,2,2,5,,,,,,,
특별법범,석유 및 석유대체연료사업법,소계,계,,,,,,,,,,,,4974,6325,6842,3665,5208,2821
특별법범,석유 및 석유대체연료사업법,소계,일요일,,,,,,,,,,,,286,487,464,268,406,147
특별법범,석유 및 석유대체연료사업법,소계,월요일,,,,,,,,,,,,661,1032,1133,613,822,483
특별법범,석유 및 석유대체연료사업법,소계,화요일,,,,,,,,,,,,751,1040,1215,707,897,507
특별법범,석유 및 석유대체연료사업법,소계,수요일,,,,,,,,,,,,805,1037,1069,560,984,470
특별법범,석유 및 석유대체연료사업법,소계,목요일,,,,,,,,,,,,1058,1059,1208,566,837,517
특별법범,석유 및 석유대체연료사업법,소계,금요일,,,,,,,,,,,,674,1053,1115,601,820,448
특별법범,석유 및 석유대체연료사업법,소계,토요일,,,,,,,,,,,,739,617,638,350,442,249
특별법범,석유사업법,소계,계,,,,,,,,,,,8909,2527,193,41,29,26,24
특별법범,석유사업법,소계,일요일,,,,,,,,,,,827,171,22,3,3,1,1
특별법범,석유사업법,소계,월요일,,,,,,,,,,,1402,432,23,5,5,5,6
특별법범,석유사업법,소계,화요일,,,,,,,,,,,1476,416,38,5,4,3,2
특별법범,석유사업법,소계,수요일,,,,,,,,,,,1304,448,28,5,1,3,6
특별법범,석유사업법,소계,목요일,,,,,,,,,,,1392,432,42,13,4,8,2
특별법범,석유사업법,소계,금요일,,,,,,,,,,,1386,390,19,7,8,2,5
특별법범,석유사업법,소계,토요일,,,,,,,,,,,1122,238,21,3,4,4,2
특별법범,선박안전법,소계,계,253,312,351,705,707,744,1138,1176,1260,936,575,630,573,900,481,216,299
특별법범,선박안전법,소계,일요일,37,40,43,104,139,179,176,149,158,146,133,167,105,132,161,48,79
특별법범,선박안전법,소계,월요일,32,39,44,100,109,84,205,164,105,91,62,75,69,123,37,18,38
특별법범,선박안전법,소계,화요일,30,50,55,92,103,94,110,287,151,93,70,80,70,138,57,14,22
특별법범,선박안전법,소계,수요일,33,35,51,101,99,81,141,121,114,102,82,60,67,134,52,29,27
특별법범,선박안전법,소계,목요일,25,42,46,108,89,102,84,105,104,96,60,70,75,113,54,40,37
특별법범,선박안전법,소계,금요일,29,62,54,100,83,82,103,103,109,114,71,81,77,124,51,23,43
특별법범,선박안전법,소계,토요일,30,30,54,98,84,122,318,137,128,121,97,97,110,136,69,44,53
특별법범,선박안전법,소계,미상,37,14,4,2,1,,1,110,391,173,,,,,,,
특별법범,선박직원법,소계,계,,,,,,,,,,,1473,1352,855,2326,1754,731,660
특별법범,선박직원법,소계,일요일,,,,,,,,,,,167,178,102,231,190,93,55
특별법범,선박직원법,소계,월요일,,,,,,,,,,,229,214,127,383,259,108,83
특별법범,선박직원법,소계,화요일,,,,,,,,,,,226,175,116,348,220,120,80
특별법범,선박직원법,소계,수요일,,,,,,,,,,,231,190,130,395,343,128,113
특별법범,선박직원법,소계,목요일,,,,,,,,,,,220,238,124,355,263,101,102
특별법범,선박직원법,소계,금요일,,,,,,,,,,,220,191,145,346,277,77,130
특별법범,선박직원법,소계,토요일,,,,,,,,,,,180,166,111,268,202,104,97
특별법범,성매매알선등 행위의 처벌에 관한 법률,소계,계,,,,,,,,,,,839,3361,6915,7770,15804,24244,9019
특별법범,성매매알선등 행위의 처벌에 관한 법률,소계,일요일,,,,,,,,,,,86,373,795,1041,1890,3097,974
특별법범,성매매알선등 행위의 처벌에 관한 법률,소계,월요일,,,,,,,,,,,102,457,817,1045,1712,2796,1232
특별법범,성매매알선등 행위의 처벌에 관한 법률,소계,화요일,,,,,,,,,,,136,490,941,1121,2519,3548,1394
특별법범,성매매알선등 행위의 처벌에 관한 법률,소계,수요일,,,,,,,,,,,107,532,1141,1124,2188,3829,1334
특별법범,성매매알선등 행위의 처벌에 관한 법률,소계,목요일,,,,,,,,,,,171,520,1227,1231,2760,3716,1566
특별법범,성매매알선등 행위의 처벌에 관한 법률,소계,금요일,,,,,,,,,,,137,520,1005,1146,2332,3710,1348
특별법범,성매매알선등 행위의 처벌에 관한 법률,소계,토요일,,,,,,,,,,,100,469,989,1062,2403,3548,1171
특별법범,성폭력범죄의 처벌 및 피해자보호등에 관한 법률,소계,계,,,,,,,,,,,4272,4307,4958,4863,5152,5853,
특별법범,성폭력범죄의 처벌 및 피해자보호등에 관한 법률,소계,일요일,,,,,,,,,,,541,595,645,679,685,791,
특별법범,성폭력범죄의 처벌 및 피해자보호등에 관한 법률,소계,월요일,,,,,,,,,,,684,625,695,659,727,825,
특별법범,성폭력범죄의 처벌 및 피해자보호등에 관한 법률,소계,화요일,,,,,,,,,,,648,653,696,700,773,842,
특별법범,성폭력범죄의 처벌 및 피해자보호등에 관한 법률,소계,수요일,,,,,,,,,,,594,609,761,728,708,926,
특별법범,성폭력범죄의 처벌 및 피해자보호등에 관한 법률,소계,목요일,,,,,,,,,,,619,610,729,675,780,884,
특별법범,성폭력범죄의 처벌 및 피해자보호등에 관한 법률,소계,금요일,,,,,,,,,,,625,626,744,732,770,846,
특별법범,성폭력범죄의 처벌 및 피해자보호등에 관한 법률,소계,토요일,,,,,,,,,,,561,589,688,690,709,739,
특별법범,성폭력범죄의 처벌 및 피해자보호에 관한 법,소계,계,1232,1249,1446,1440,1868,2206,2920,2750,5461,5963,,,,,,,
특별법범,성폭력범죄의 처벌 및 피해자보호에 관한 법,소계,일요일,190,157,159,157,211,210,291,274,445,489,,,,,,,
특별법범,성폭력범죄의 처벌 및 피해자보호에 관한 법,소계,월요일,178,190,237,243,318,372,473,381,953,907,,,,,,,
특별법범,성폭력범죄의 처벌 및 피해자보호에 관한 법,소계,화요일,176,192,199,191,225,315,376,364,677,770,,,,,,,
특별법범,성폭력범죄의 처벌 및 피해자보호에 관한 법,소계,수요일,176,168,316,291,392,492,631,590,1115,1194,,,,,,,
특별법범,성폭력범죄의 처벌 및 피해자보호에 관한 법,소계,목요일,138,167,164,193,232,242,326,292,500,564,,,,,,,
특별법범,성폭력범죄의 처벌 및 피해자보호에 관한 법,소계,금요일,161,172,181,156,206,241,347,322,551,607,,,,,,,
특별법범,성폭력범죄의 처벌 및 피해자보호에 관한 법,소계,토요일,146,170,174,153,213,270,344,250,468,488,,,,,,,
특별법범,성폭력범죄의 처벌 및 피해자보호에 관한 법,소계,미상,67,33,16,56,41,64,132,277,752,944,,,,,,,
특별법범,성폭력범죄의처벌및피해자보호등에관한법률(카메라등이용촬영),소계,계,,,,,,,,,,,,,,,,,1137
특별법범,성폭력범죄의처벌및피해자보호등에관한법률(카메라등이용촬영),소계,일요일,,,,,,,,,,,,,,,,,120
특별법범,성폭력범죄의처벌및피해자보호등에관한법률(카메라등이용촬영),소계,월요일,,,,,,,,,,,,,,,,,162
특별법범,성폭력범죄의처벌및피해자보호등에관한법률(카메라등이용촬영),소계,화요일,,,,,,,,,,,,,,,,,159
특별법범,성폭력범죄의처벌및피해자보호등에관한법률(카메라등이용촬영),소계,수요일,,,,,,,,,,,,,,,,,167
특별법범,성폭력범죄의처벌및피해자보호등에관한법률(카메라등이용촬영),소계,목요일,,,,,,,,,,,,,,,,,178
특별법범,성폭력범죄의처벌및피해자보호등에관한법률(카메라등이용촬영),소계,금요일,,,,,,,,,,,,,,,,,170
특별법범,성폭력범죄의처벌및피해자보호등에관한법률(카메라등이용촬영),소계,토요일,,,,,,,,,,,,,,,,,181
특별법범,성폭력범죄의처벌및피해자보호등에관한법률(통신매체이용음란),소계,계,,,,,,,,,,,,,,,,,1031
특별법범,성폭력범죄의처벌및피해자보호등에관한법률(통신매체이용음란),소계,일요일,,,,,,,,,,,,,,,,,135
특별법범,성폭력범죄의처벌및피해자보호등에관한법률(통신매체이용음란),소계,월요일,,,,,,,,,,,,,,,,,154
특별법범,성폭력범죄의처벌및피해자보호등에관한법률(통신매체이용음란),소계,화요일,,,,,,,,,,,,,,,,,137
특별법범,성폭력범죄의처벌및피해자보호등에관한법률(통신매체이용음란),소계,수요일,,,,,,,,,,,,,,,,,151
특별법범,성폭력범죄의처벌및피해자보호등에관한법률(통신매체이용음란),소계,목요일,,,,,,,,,,,,,,,,,167
특별법범,성폭력범죄의처벌및피해자보호등에관한법률(통신매체이용음란),소계,금요일,,,,,,,,,,,,,,,,,135
특별법범,성폭력범죄의처벌및피해자보호등에관한법률(통신매체이용음란),소계,토요일,,,,,,,,,,,,,,,,,152
특별법범,소개영업법,소계,계,,,1,,,,,,,0,,,,,,,
특별법범,소개영업법,소계,화요일,,,1,,,,,,,,,,,,,,
특별법범,소년법,소계,계,,,,,,,,3,1,0,,,,22,1,,
특별법범,소년법,소계,일요일,,,,,,,,,,,,,,1,1,,
특별법범,소년법,소계,월요일,,,,,,,,3,,,,,,4,,,
특별법범,소년법,소계,화요일,,,,,,,,,,,,,,7,,,
특별법범,소년법,소계,수요일,,,,,,,,,,,,,,3,,,
특별법범,소년법,소계,목요일,,,,,,,,,,,,,,4,,,
특별법범,소년법,소계,금요일,,,,,,,,,1,,,,,3,,,
특별법범,소방법,소계,계,,,,,,,,,,,134,4,2,,,,
특별법범,소방법,소계,일요일,,,,,,,,,,,15,2,1,,,,
특별법범,소방법,소계,월요일,,,,,,,,,,,19,1,,,,,
특별법범,소방법,소계,화요일,,,,,,,,,,,23,1,,,,,
특별법범,소방법,소계,수요일,,,,,,,,,,,15,,,,,,
특별법범,소방법,소계,목요일,,,,,,,,,,,17,,,,,,
특별법범,소방법,소계,금요일,,,,,,,,,,,27,,1,,,,
특별법범,소방법,소계,토요일,,,,,,,,,,,18,,,,,,
특별법범,소비자보호법,소계,계,2,2,4,,,1,,,,0,,,,,,,
특별법범,소비자보호법,소계,화요일,,1,,,,,,,,,,,,,,,
특별법범,소비자보호법,소계,수요일,,,2,,,,,,,,,,,,,,
특별법범,소비자보호법,소계,목요일,1,1,,,,,,,,,,,,,,,
특별법범,소비자보호법,소계,금요일,,,2,,,1,,,,,,,,,,,
특별법범,소비자보호법,소계,미상,1,,,,,,,,,,,,,,,,
특별법범,소형선박의 선적등에 관한 규정,소계,계,,,,,,,,,,0,,,,,,,
특별법범,소형선박의 선적등에 관한 규정,소계,목요일,,,,,,0,,,,,,,,,,,
특별법범,수도법,소계,계,100,124,146,70,272,185,127,122,132,201,108,152,188,187,109,80,55
특별법범,수도법,소계,일요일,10,17,15,6,37,18,11,8,8,12,20,20,30,36,11,6,4
특별법범,수도법,소계,월요일,11,13,33,20,34,23,15,16,18,28,9,18,14,22,17,14,8
특별법범,수도법,소계,화요일,15,15,11,6,23,29,22,9,13,18,12,16,24,35,9,14,5
특별법범,수도법,소계,수요일,12,32,41,22,74,33,31,28,48,46,20,26,26,24,16,7,6
특별법범,수도법,소계,목요일,5,10,11,12,30,27,16,11,12,23,15,20,31,15,8,15,10
특별법범,수도법,소계,금요일,13,15,18,1,34,16,13,17,7,24,11,18,29,31,16,19,4
특별법범,수도법,소계,토요일,18,15,12,2,39,37,11,19,17,24,21,34,34,24,32,5,18
특별법범,수도법,소계,미상,16,7,5,1,1,2,8,14,9,26,,,,,,,
특별법범,수산물품질관리법,소계,계,,,,,,,,,,,359,108,652,2809,1398,267,102
특별법범,수산물품질관리법,소계,일요일,,,,,,,,,,,36,3,19,184,96,14,15
특별법범,수산물품질관리법,소계,월요일,,,,,,,,,,,50,16,96,427,308,59,14
특별법범,수산물품질관리법,소계,화요일,,,,,,,,,,,56,21,88,486,255,42,12
특별법범,수산물품질관리법,소계,수요일,,,,,,,,,,,76,30,79,508,234,71,15
특별법범,수산물품질관리법,소계,목요일,,,,,,,,,,,48,15,236,457,204,37,7
특별법범,수산물품질관리법,소계,금요일,,,,,,,,,,,57,14,103,418,216,34,21
특별법범,수산물품질관리법,소계,토요일,,,,,,,,,,,36,9,31,329,85,10,18
특별법범,수산업법,소계,계,,,,,,,,,,,10867,10219,9882,6118,5748,4665,6399
특별법범,수산업법,소계,일요일,,,,,,,,,,,1370,1405,1328,715,618,496,840
특별법범,수산업법,소계,월요일,,,,,,,,,,,1487,1522,1608,1096,868,816,820
특별법범,수산업법,소계,화요일,,,,,,,,,,,1781,1570,1429,932,1011,585,993
특별법범,수산업법,소계,수요일,,,,,,,,,,,1682,1395,1352,901,725,855,805
특별법범,수산업법,소계,목요일,,,,,,,,,,,1528,1447,1528,965,1099,622,1291
특별법범,수산업법,소계,금요일,,,,,,,,,,,1607,1554,1431,827,741,619,889
특별법범,수산업법,소계,토요일,,,,,,,,,,,1412,1326,1206,682,686,672,761
특별법범,수산자원보호령,소계,계,260,411,432,1375,2959,1994,2903,1246,2454,1902,2482,4589,2168,2871,2839,1172,459
특별법범,수산자원보호령,소계,일요일,21,43,68,204,387,241,391,142,230,199,289,568,303,318,491,120,57
특별법범,수산자원보호령,소계,월요일,28,48,78,249,465,287,417,183,287,255,373,652,256,376,338,126,64
특별법범,수산자원보호령,소계,화요일,19,78,52,195,397,280,314,139,349,306,378,653,223,695,287,298,61
특별법범,수산자원보호령,소계,수요일,28,82,55,190,406,294,515,175,495,286,379,659,225,394,306,153,66
특별법범,수산자원보호령,소계,목요일,33,48,56,180,408,251,467,168,353,241,344,647,220,412,605,187,71
특별법범,수산자원보호령,소계,금요일,32,58,82,163,464,310,353,173,316,250,354,764,267,392,519,145,74
특별법범,수산자원보호령,소계,토요일,38,52,38,193,432,330,433,158,292,211,365,646,674,284,293,143,66
특별법범,수산자원보호령,소계,미상,61,2,3,1,,1,13,108,132,154,,,,,,,
특별법범,수질환경보전법,소계,계,829,865,891,980,3930,943,3815,2576,1944,1874,807,1561,773,698,28,4,
특별법범,수질환경보전법,소계,일요일,33,41,33,49,58,34,231,107,130,57,54,42,64,60,1,,
특별법범,수질환경보전법,소계,월요일,107,174,181,223,770,165,730,398,317,355,152,250,123,107,2,1,
특별법범,수질환경보전법,소계,화요일,99,136,143,147,726,127,561,342,281,268,137,250,139,131,11,,
특별법범,수질환경보전법,소계,수요일,135,168,182,263,843,220,840,558,450,322,130,288,131,116,5,1,
특별법범,수질환경보전법,소계,목요일,103,125,143,100,738,201,468,339,205,221,132,259,134,108,,1,
