대분류,중분류,소분류,교육정도별(1),교육정도별(2),1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
특별법범,전기통신사업법,소계,고등학교,졸업,-,-,-,-,-,-,-,-,-,-,73,80,22,32,14,19,30
특별법범,전기통신사업법,소계,대학(4년미만),재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
특별법범,전기통신사업법,소계,대학(4년미만),중퇴,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-
특별법범,전기통신사업법,소계,대학(4년미만),졸업,-,-,-,-,-,-,-,-,-,-,15,15,8,20,3,4,2
특별법범,전기통신사업법,소계,대학(4년이상),재중,-,-,-,-,-,-,-,-,-,-,3,2,-,1,2,-,1
특별법범,전기통신사업법,소계,대학(4년이상),중퇴,-,-,-,-,-,-,-,-,-,-,4,2,-,6,1,1,2
특별법범,전기통신사업법,소계,대학(4년이상),졸업,-,-,-,-,-,-,-,-,-,-,18,16,9,70,14,9,5
특별법범,전기통신사업법,소계,대학원,소계,-,-,-,-,-,-,-,-,-,-,-,1,-,9,-,-,1
특별법범,전기통신사업법,소계,기타,소계,-,-,-,-,-,-,-,-,-,-,5,1,1,6,-,7,1
특별법범,전기통신사업법,소계,미상,소계,-,-,-,-,-,-,-,-,-,-,16,24,24,47,10,14,27
특별법범,전당포영업법,소계,초등학교,졸업,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
특별법범,전당포영업법,소계,중학교,졸업,1,4,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,전당포영업법,소계,고등학교,중퇴,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,전당포영업법,소계,고등학교,졸업,2,3,3,6,6,1,-,-,-,-,-,-,-,-,-,-,-
특별법범,전당포영업법,소계,대학(4년미만),중퇴,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,전당포영업법,소계,대학(4년미만),졸업,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,전당포영업법,소계,대학(4년이상),중퇴,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,전당포영업법,소계,대학(4년이상),졸업,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,전당포영업법,소계,미상,소계,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-
특별법범,전염병예방법,소계,불취학,소계,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-
특별법범,전염병예방법,소계,초등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,전염병예방법,소계,초등학교,중퇴,-,-,-,-,-,-,-,-,-,-,2,1,-,1,-,-,-
특별법범,전염병예방법,소계,초등학교,졸업,-,-,-,-,-,-,-,-,-,-,37,6,1,4,2,3,8
특별법범,전염병예방법,소계,중학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,전염병예방법,소계,중학교,중퇴,-,-,-,-,-,-,-,-,-,-,7,4,1,-,3,-,-
특별법범,전염병예방법,소계,중학교,졸업,-,-,-,-,-,-,-,-,-,-,74,12,6,7,6,7,16
특별법범,전염병예방법,소계,고등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,전염병예방법,소계,고등학교,중퇴,-,-,-,-,-,-,-,-,-,-,14,8,3,1,5,-,7
특별법범,전염병예방법,소계,고등학교,졸업,-,-,-,-,-,-,-,-,-,-,161,57,32,29,35,44,73
특별법범,전염병예방법,소계,대학(4년미만),재중,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
특별법범,전염병예방법,소계,대학(4년미만),중퇴,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-
특별법범,전염병예방법,소계,대학(4년미만),졸업,-,-,-,-,-,-,-,-,-,-,13,8,1,1,3,1,-
특별법범,전염병예방법,소계,대학(4년이상),재중,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
특별법범,전염병예방법,소계,대학(4년이상),중퇴,-,-,-,-,-,-,-,-,-,-,2,-,1,-,1,-,2
특별법범,전염병예방법,소계,대학(4년이상),졸업,-,-,-,-,-,-,-,-,-,-,15,8,6,5,3,4,10
특별법범,전염병예방법,소계,대학원,소계,-,-,-,-,-,-,-,-,-,-,-,-,2,1,3,1,-
특별법범,전염병예방법,소계,기타,소계,-,-,-,-,-,-,-,-,-,-,21,1,-,-,3,-,4
특별법범,전염병예방법,소계,미상,소계,-,-,-,-,-,-,-,-,-,-,23,13,7,9,7,5,12
특별법범,전투경찰대설치법,소계,불취학,소계,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-
특별법범,전투경찰대설치법,소계,초등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,전투경찰대설치법,소계,초등학교,중퇴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,전투경찰대설치법,소계,초등학교,졸업,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
특별법범,전투경찰대설치법,소계,중학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,전투경찰대설치법,소계,중학교,중퇴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-
특별법범,전투경찰대설치법,소계,중학교,졸업,2,3,5,2,3,-,1,1,2,1,-,-,3,2,3,1,1
특별법범,전투경찰대설치법,소계,고등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,전투경찰대설치법,소계,고등학교,중퇴,3,4,9,17,22,7,8,3,1,1,1,4,7,7,10,3,1
특별법범,전투경찰대설치법,소계,고등학교,졸업,47,61,74,50,76,58,56,48,47,41,46,34,19,13,14,7,2
특별법범,전투경찰대설치법,소계,대학(4년미만),재중,2,5,12,10,15,12,9,23,11,7,15,3,3,8,2,-,-
특별법범,전투경찰대설치법,소계,대학(4년미만),중퇴,2,2,6,6,7,6,1,7,8,8,6,2,3,1,-,4,-
특별법범,전투경찰대설치법,소계,대학(4년미만),졸업,-,1,3,-,2,1,4,1,1,2,2,4,-,2,2,1,-
특별법범,전투경찰대설치법,소계,대학(4년이상),재중,6,7,9,6,12,13,11,19,23,19,18,10,7,10,10,2,5
특별법범,전투경찰대설치법,소계,대학(4년이상),중퇴,3,3,6,5,6,5,7,4,5,5,13,7,1,4,3,1,-
특별법범,전투경찰대설치법,소계,대학(4년이상),졸업,-,-,-,-,-,-,-,2,2,-,-,1,1,-,1,-,-
특별법범,전투경찰대설치법,소계,대학원,소계,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
특별법범,전투경찰대설치법,소계,기타,소계,1,-,3,-,1,1,1,3,1,-,1,1,4,-,-,-,-
특별법범,전투경찰대설치법,소계,미상,소계,5,2,2,6,7,12,6,8,8,7,51,31,29,32,22,15,18
특별법범,전파관리법,소계,초등학교,졸업,1,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,전파관리법,소계,중학교,졸업,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,전파관리법,소계,고등학교,재중,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
특별법범,전파관리법,소계,고등학교,졸업,63,2,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-
특별법범,전파관리법,소계,대학(4년미만),졸업,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,전파관리법,소계,대학(4년이상),졸업,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,전파관리법,소계,미상,소계,-,-,-,-,-,94,-,-,-,-,-,-,-,-,-,-,-
특별법범,전파법,소계,불취학,소계,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
특별법범,전파법,소계,초등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,전파법,소계,초등학교,중퇴,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,3
특별법범,전파법,소계,초등학교,졸업,-,-,-,-,-,-,-,-,-,-,5,9,-,-,-,24,12
특별법범,전파법,소계,중학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,전파법,소계,중학교,중퇴,-,-,-,-,-,-,-,-,-,-,3,4,-,-,-,-,3
특별법범,전파법,소계,중학교,졸업,-,-,-,-,-,-,-,-,-,-,6,13,3,2,-,10,6
특별법범,전파법,소계,고등학교,재중,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
특별법범,전파법,소계,고등학교,중퇴,-,-,-,-,-,-,-,-,-,-,6,8,3,-,1,-,2
특별법범,전파법,소계,고등학교,졸업,-,-,-,-,-,-,-,-,-,-,97,112,40,10,3,10,18
특별법범,전파법,소계,대학(4년미만),재중,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-
특별법범,전파법,소계,대학(4년미만),중퇴,-,-,-,-,-,-,-,-,-,-,1,1,2,-,-,-,-
특별법범,전파법,소계,대학(4년미만),졸업,-,-,-,-,-,-,-,-,-,-,18,11,6,4,-,2,-
특별법범,전파법,소계,대학(4년이상),재중,-,-,-,-,-,-,-,-,-,-,6,-,2,-,-,-,-
특별법범,전파법,소계,대학(4년이상),중퇴,-,-,-,-,-,-,-,-,-,-,1,5,1,1,-,1,-
특별법범,전파법,소계,대학(4년이상),졸업,-,-,-,-,-,-,-,-,-,-,28,14,2,-,-,2,3
특별법범,전파법,소계,대학원,소계,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-
특별법범,전파법,소계,기타,소계,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,16
특별법범,전파법,소계,미상,소계,-,-,-,-,-,-,-,-,-,-,9,16,14,35,7,17,2
특별법범,정보통신망 이용촉진 및 정보보호등에 관한 법률,소계,불취학,소계,-,-,-,-,-,-,-,-,-,-,13,21,20,9,14,14,30
특별법범,정보통신망 이용촉진 및 정보보호등에 관한 법률,소계,초등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,2
특별법범,정보통신망 이용촉진 및 정보보호등에 관한 법률,소계,초등학교,중퇴,-,-,-,-,-,-,-,-,-,-,15,10,14,23,15,21,23
특별법범,정보통신망 이용촉진 및 정보보호등에 관한 법률,소계,초등학교,졸업,-,-,-,-,-,-,-,-,-,-,88,95,103,119,119,116,134
특별법범,정보통신망 이용촉진 및 정보보호등에 관한 법률,소계,중학교,재중,-,-,-,-,-,-,-,-,-,-,145,84,92,130,176,207,267
특별법범,정보통신망 이용촉진 및 정보보호등에 관한 법률,소계,중학교,중퇴,-,-,-,-,-,-,-,-,-,-,87,87,74,91,83,98,146
특별법범,정보통신망 이용촉진 및 정보보호등에 관한 법률,소계,중학교,졸업,-,-,-,-,-,-,-,-,-,-,201,236,243,292,287,316,377
특별법범,정보통신망 이용촉진 및 정보보호등에 관한 법률,소계,고등학교,재중,-,-,-,-,-,-,-,-,-,-,384,299,373,592,875,906,1256
특별법범,정보통신망 이용촉진 및 정보보호등에 관한 법률,소계,고등학교,중퇴,-,-,-,-,-,-,-,-,-,-,197,219,178,202,247,250,334
특별법범,정보통신망 이용촉진 및 정보보호등에 관한 법률,소계,고등학교,졸업,-,-,-,-,-,-,-,-,-,-,1350,1652,2518,3103,3566,3537,4741
특별법범,정보통신망 이용촉진 및 정보보호등에 관한 법률,소계,대학(4년미만),재중,-,-,-,-,-,-,-,-,-,-,98,79,106,192,169,152,202
특별법범,정보통신망 이용촉진 및 정보보호등에 관한 법률,소계,대학(4년미만),중퇴,-,-,-,-,-,-,-,-,-,-,43,62,51,102,73,84,96
특별법범,정보통신망 이용촉진 및 정보보호등에 관한 법률,소계,대학(4년미만),졸업,-,-,-,-,-,-,-,-,-,-,412,445,509,911,954,877,1101
특별법범,정보통신망 이용촉진 및 정보보호등에 관한 법률,소계,대학(4년이상),재중,-,-,-,-,-,-,-,-,-,-,401,427,888,1860,1842,1451,2312
특별법범,정보통신망 이용촉진 및 정보보호등에 관한 법률,소계,대학(4년이상),중퇴,-,-,-,-,-,-,-,-,-,-,102,134,146,247,220,242,366
특별법범,정보통신망 이용촉진 및 정보보호등에 관한 법률,소계,대학(4년이상),졸업,-,-,-,-,-,-,-,-,-,-,713,894,1204,1802,1985,1560,2412
특별법범,정보통신망 이용촉진 및 정보보호등에 관한 법률,소계,대학원,소계,-,-,-,-,-,-,-,-,-,-,116,117,133,221,198,239,484
특별법범,정보통신망 이용촉진 및 정보보호등에 관한 법률,소계,기타,소계,-,-,-,-,-,-,-,-,-,-,53,29,108,154,153,168,288
특별법범,정보통신망 이용촉진 및 정보보호등에 관한 법률,소계,미상,소계,-,-,-,-,-,-,-,-,-,-,1086,1556,2716,3345,3444,4660,5409
특별법범,조세범처벌법,소계,불취학,소계,3,-,3,12,12,28,24,24,20,35,121,113,115,65,30,26,41
특별법범,조세범처벌법,소계,초등학교,재중,-,-,-,-,-,-,-,-,-,-,4,1,-,2,2,-,-
특별법범,조세범처벌법,소계,초등학교,중퇴,2,1,1,12,13,24,27,28,50,54,71,68,67,43,13,18,11
특별법범,조세범처벌법,소계,초등학교,졸업,19,19,23,87,103,201,120,129,179,300,428,444,392,218,129,103,97
특별법범,조세범처벌법,소계,중학교,재중,-,-,-,-,-,1,-,-,-,1,1,2,-,-,1,-,1
특별법범,조세범처벌법,소계,중학교,중퇴,4,1,6,17,24,36,36,37,59,78,136,141,104,61,32,31,25
특별법범,조세범처벌법,소계,중학교,졸업,29,14,35,91,158,242,156,197,251,364,523,577,580,315,192,169,155
특별법범,조세범처벌법,소계,고등학교,재중,-,-,-,2,1,2,1,-,-,1,5,4,4,4,1,1,2
특별법범,조세범처벌법,소계,고등학교,중퇴,3,3,3,18,25,66,34,61,76,103,148,162,157,82,47,39,62
특별법범,조세범처벌법,소계,고등학교,졸업,85,49,79,320,395,713,423,575,839,1135,2026,2516,3150,2096,1404,1307,1224
특별법범,조세범처벌법,소계,대학(4년미만),재중,1,-,-,1,-,4,-,1,11,4,4,5,5,3,2,2,1
특별법범,조세범처벌법,소계,대학(4년미만),중퇴,-,-,3,3,7,13,10,12,16,22,32,23,29,15,16,5,10
특별법범,조세범처벌법,소계,대학(4년미만),졸업,4,4,6,35,37,71,50,63,88,108,206,310,325,225,162,152,149
특별법범,조세범처벌법,소계,대학(4년이상),재중,-,-,-,3,2,4,1,-,7,14,19,18,12,10,12,6,8
특별법범,조세범처벌법,소계,대학(4년이상),중퇴,3,2,5,20,18,46,24,39,57,63,99,97,94,66,38,52,46
특별법범,조세범처벌법,소계,대학(4년이상),졸업,28,22,27,78,115,201,113,167,243,315,513,645,664,534,444,382,487
특별법범,조세범처벌법,소계,대학원,소계,4,2,-,3,10,19,10,18,26,49,53,61,51,41,26,27,86
특별법범,조세범처벌법,소계,기타,소계,-,3,2,12,6,21,26,16,28,26,128,66,165,86,45,58,197
특별법범,조세범처벌법,소계,미상,소계,11,-,24,132,124,355,161,229,317,489,3956,5623,6715,4447,3884,3832,4040
특별법범,조수보호 및 수렵에 관한 법률,소계,불취학,소계,5,7,9,8,3,15,14,22,26,19,19,5,-,-,-,-,-
특별법범,조수보호 및 수렵에 관한 법률,소계,초등학교,재중,-,-,-,1,-,-,-,1,1,2,1,-,-,-,-,-,-
특별법범,조수보호 및 수렵에 관한 법률,소계,초등학교,중퇴,16,7,17,14,7,17,22,28,20,26,27,17,1,-,-,-,-
특별법범,조수보호 및 수렵에 관한 법률,소계,초등학교,졸업,82,73,121,89,61,80,146,161,178,146,138,78,-,1,-,-,-
특별법범,조수보호 및 수렵에 관한 법률,소계,중학교,재중,-,-,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-
특별법범,조수보호 및 수렵에 관한 법률,소계,중학교,중퇴,17,13,23,8,12,14,22,34,28,33,28,16,-,2,-,-,-
특별법범,조수보호 및 수렵에 관한 법률,소계,중학교,졸업,70,79,105,75,63,84,133,143,126,129,153,91,-,2,-,-,-
특별법범,조수보호 및 수렵에 관한 법률,소계,고등학교,재중,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
특별법범,조수보호 및 수렵에 관한 법률,소계,고등학교,중퇴,15,21,20,11,11,13,28,36,34,39,29,20,-,-,1,-,-
특별법범,조수보호 및 수렵에 관한 법률,소계,고등학교,졸업,126,107,135,116,86,144,214,260,216,268,291,207,3,7,-,-,-
특별법범,조수보호 및 수렵에 관한 법률,소계,대학(4년미만),재중,4,1,-,-,-,1,1,1,1,2,1,-,-,-,-,-,-
특별법범,조수보호 및 수렵에 관한 법률,소계,대학(4년미만),중퇴,-,1,-,-,1,2,2,3,4,-,1,1,-,-,-,-,-
특별법범,조수보호 및 수렵에 관한 법률,소계,대학(4년미만),졸업,7,11,6,7,8,9,27,20,20,20,21,18,1,-,-,-,-
특별법범,조수보호 및 수렵에 관한 법률,소계,대학(4년이상),재중,2,-,-,-,1,-,1,1,3,1,-,-,-,-,-,-,-
특별법범,조수보호 및 수렵에 관한 법률,소계,대학(4년이상),중퇴,2,1,2,3,2,4,5,4,5,6,5,2,-,-,-,-,-
특별법범,조수보호 및 수렵에 관한 법률,소계,대학(4년이상),졸업,12,14,27,6,13,14,28,38,29,30,24,11,-,-,-,-,-
특별법범,조수보호 및 수렵에 관한 법률,소계,대학원,소계,3,2,1,1,2,1,2,4,3,1,2,3,-,-,-,-,-
특별법범,조수보호 및 수렵에 관한 법률,소계,기타,소계,-,-,3,-,1,1,1,1,2,4,8,3,-,-,-,-,-
특별법범,조수보호 및 수렵에 관한 법률,소계,유학,소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,조수보호 및 수렵에 관한 법률,소계,미상,소계,2,2,10,11,1,289,4,9,7,11,35,34,4,2,-,-,-
특별법범,주민등록법,소계,불취학,소계,20,23,23,28,33,50,32,26,27,17,15,37,20,11,9,6,5
특별법범,주민등록법,소계,초등학교,재중,-,-,-,-,1,-,-,-,1,-,-,1,-,-,1,-,-
특별법범,주민등록법,소계,초등학교,중퇴,4,5,2,14,11,8,8,4,5,8,9,21,7,10,7,11,6
특별법범,주민등록법,소계,초등학교,졸업,14,19,9,50,41,25,9,10,30,18,24,153,62,36,35,47,40
특별법범,주민등록법,소계,중학교,재중,-,-,-,1,1,-,1,2,13,1,-,4,2,12,33,42,66
특별법범,주민등록법,소계,중학교,중퇴,7,18,12,15,14,6,7,6,13,10,15,28,13,25,14,26,30
특별법범,주민등록법,소계,중학교,졸업,17,21,23,52,51,13,10,19,31,31,23,136,76,64,62,87,74
특별법범,주민등록법,소계,고등학교,재중,22,41,39,43,25,8,1,12,24,14,12,16,20,80,117,212,315
특별법범,주민등록법,소계,고등학교,중퇴,19,17,34,43,29,12,3,9,13,23,25,21,24,35,41,78,84
특별법범,주민등록법,소계,고등학교,졸업,47,64,36,147,119,39,28,50,120,104,132,659,398,422,496,451,503
특별법범,주민등록법,소계,대학(4년미만),재중,2,2,1,2,-,2,-,2,7,6,3,3,4,11,13,18,12
특별법범,주민등록법,소계,대학(4년미만),중퇴,1,2,-,1,2,1,-,2,6,2,4,7,5,9,13,10,3
특별법범,주민등록법,소계,대학(4년미만),졸업,3,9,3,19,8,6,2,4,25,26,21,91,44,84,93,69,51
특별법범,주민등록법,소계,대학(4년이상),재중,3,3,4,5,5,4,3,13,27,12,22,22,20,36,80,54,65
특별법범,주민등록법,소계,대학(4년이상),중퇴,1,2,-,7,7,4,3,1,14,5,5,23,8,13,29,29,24
특별법범,주민등록법,소계,대학(4년이상),졸업,3,13,2,76,36,8,9,14,27,48,54,179,110,143,134,123,123
특별법범,주민등록법,소계,대학원,소계,1,-,-,3,3,-,-,-,6,4,4,13,12,7,10,17,25
특별법범,주민등록법,소계,기타,소계,-,1,5,11,6,3,1,2,-,3,5,6,8,48,12,12,21
특별법범,주민등록법,소계,미상,소계,7,10,7,25,33,133,12,11,42,25,168,203,407,568,628,897,788
특별법범,주차장법,소계,불취학,소계,35,31,16,28,48,47,47,44,29,47,36,26,15,10,11,9,8
특별법범,주차장법,소계,초등학교,재중,1,-,-,1,1,1,-,1,-,3,1,-,-,-,1,1,-
특별법범,주차장법,소계,초등학교,중퇴,20,14,11,15,30,22,20,31,14,26,19,9,15,3,6,1,3
특별법범,주차장법,소계,초등학교,졸업,183,171,103,123,213,187,165,205,162,216,161,100,84,56,68,27,23
특별법범,주차장법,소계,중학교,재중,-,2,1,-,3,-,1,-,-,-,1,-,-,-,-,-,-
특별법범,주차장법,소계,중학교,중퇴,15,18,8,17,26,26,38,36,26,36,24,13,15,10,3,2,2
특별법범,주차장법,소계,중학교,졸업,136,145,87,112,176,145,140,181,144,201,147,110,111,47,61,18,26
특별법범,주차장법,소계,고등학교,재중,1,2,1,-,2,1,1,-,1,1,1,-,-,-,1,-,-
특별법범,주차장법,소계,고등학교,중퇴,25,13,10,17,16,22,17,28,20,21,33,13,9,3,1,1,1
특별법범,주차장법,소계,고등학교,졸업,301,337,194,313,368,42,365,423,330,502,455,263,324,272,211,108,138
특별법범,주차장법,소계,대학(4년미만),재중,-,-,-,1,-,3,-,1,1,4,3,-,1,-,-,-,1
특별법범,주차장법,소계,대학(4년미만),중퇴,2,2,1,1,5,5,1,4,3,3,4,4,2,2,1,-,1
특별법범,주차장법,소계,대학(4년미만),졸업,34,33,21,27,44,55,40,51,42,70,41,38,33,37,24,11,14
특별법범,주차장법,소계,대학(4년이상),재중,6,3,3,4,2,11,6,4,-,5,8,2,1,2,2,1,1
특별법범,주차장법,소계,대학(4년이상),중퇴,22,28,8,14,21,17,13,17,19,33,17,16,6,7,2,6,3
특별법범,주차장법,소계,대학(4년이상),졸업,188,211,120,116,197,191,179,195,177,254,214,170,124,99,87,49,46
특별법범,주차장법,소계,대학원,소계,37,37,18,24,29,36,35,39,24,61,44,28,13,16,14,6,7
특별법범,주차장법,소계,기타,소계,11,9,3,12,7,8,5,5,8,7,14,9,12,7,6,2,8
특별법범,주차장법,소계,미상,소계,60,19,23,45,90,8171,59,96,76,60,215,182,271,172,151,100,137
특별법범,주택건설촉진법,소계,불취학,소계,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-
특별법범,주택건설촉진법,소계,초등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,주택건설촉진법,소계,초등학교,중퇴,-,-,-,-,-,-,-,-,-,-,3,1,-,-,-,-,-
특별법범,주택건설촉진법,소계,초등학교,졸업,-,-,-,-,-,-,-,-,-,-,30,4,5,-,-,-,-
특별법범,주택건설촉진법,소계,중학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,주택건설촉진법,소계,중학교,중퇴,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
특별법범,주택건설촉진법,소계,중학교,졸업,-,-,-,-,-,-,-,-,-,-,41,2,2,-,-,-,-
특별법범,주택건설촉진법,소계,고등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,주택건설촉진법,소계,고등학교,중퇴,-,-,-,-,-,-,-,-,-,-,9,1,-,-,-,-,-
특별법범,주택건설촉진법,소계,고등학교,졸업,-,-,-,-,-,-,-,-,-,-,110,18,11,-,1,-,-
특별법범,주택건설촉진법,소계,대학(4년미만),재중,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
특별법범,주택건설촉진법,소계,대학(4년미만),중퇴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,주택건설촉진법,소계,대학(4년미만),졸업,-,-,-,-,-,-,-,-,-,-,25,1,-,-,-,-,-
특별법범,주택건설촉진법,소계,대학(4년이상),재중,-,-,-,-,-,-,-,-,-,-,4,1,-,-,-,-,-
특별법범,주택건설촉진법,소계,대학(4년이상),중퇴,-,-,-,-,-,-,-,-,-,-,9,2,-,-,-,-,-
특별법범,주택건설촉진법,소계,대학(4년이상),졸업,-,-,-,-,-,-,-,-,-,-,95,9,6,-,-,-,-
특별법범,주택건설촉진법,소계,대학원,소계,-,-,-,-,-,-,-,-,-,-,9,1,-,-,-,-,-
특별법범,주택건설촉진법,소계,기타,소계,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-
특별법범,주택건설촉진법,소계,미상,소계,-,-,-,-,-,-,-,-,-,-,54,5,1,14,-,-,-
특별법범,중기관리법,소계,초등학교,졸업,-,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,중기관리법,소계,중학교,졸업,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
특별법범,중기관리법,소계,고등학교,중퇴,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
특별법범,중기관리법,소계,고등학교,졸업,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-
특별법범,중기관리법,소계,대학(4년이상),졸업,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-
특별법범,중기관리법,소계,미상,소계,-,-,-,1,-,2469,-,-,-,-,-,-,-,-,-,-,-
특별법범,증권거래법,소계,불취학,소계,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
특별법범,증권거래법,소계,초등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,증권거래법,소계,초등학교,중퇴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,증권거래법,소계,초등학교,졸업,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
특별법범,증권거래법,소계,중학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,증권거래법,소계,중학교,중퇴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,증권거래법,소계,중학교,졸업,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-
특별법범,증권거래법,소계,고등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,증권거래법,소계,고등학교,중퇴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,증권거래법,소계,고등학교,졸업,-,-,-,-,-,-,-,-,-,-,6,9,7,12,8,2,1
특별법범,증권거래법,소계,대학(4년미만),재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,증권거래법,소계,대학(4년미만),중퇴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,증권거래법,소계,대학(4년미만),졸업,-,-,-,-,-,-,-,-,-,-,1,2,6,4,2,-,-
특별법범,증권거래법,소계,대학(4년이상),재중,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
특별법범,증권거래법,소계,대학(4년이상),중퇴,-,-,-,-,-,-,-,-,-,-,3,2,1,-,-,1,-
특별법범,증권거래법,소계,대학(4년이상),졸업,-,-,-,-,-,-,-,-,-,-,21,40,13,11,22,18,9
특별법범,증권거래법,소계,대학원,소계,-,-,-,-,-,-,-,-,-,-,1,6,1,-,1,2,-
특별법범,증권거래법,소계,기타,소계,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-
특별법범,증권거래법,소계,미상,소계,-,-,-,-,-,-,-,-,-,-,20,30,37,45,75,64,18
특별법범,지방세법,소계,불취학,소계,-,-,-,-,-,-,-,-,-,-,3,7,3,1,-,1,-
특별법범,지방세법,소계,초등학교,재중,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
특별법범,지방세법,소계,초등학교,중퇴,-,-,-,-,-,-,-,-,-,-,6,2,3,-,-,-,-
특별법범,지방세법,소계,초등학교,졸업,-,-,-,-,-,-,-,-,-,-,42,34,15,4,4,-,-
특별법범,지방세법,소계,중학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
