대분류,중분류,소분류,발생지별(1),1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
형법범,강력범,강도,안양시,116,47,32,85,73,56,61,76,61,55,61,60,58,38,38,85,38
형법범,강력범,강도,청주시,54,65,101,67,114,69,115,72,78,97,81,86,91,72,93,79,65
형법범,강력범,강도,마산시,54,51,47,50,61,39,48,35,28,36,35,50,36,44,33,34,28
형법범,강력범,강도,창원시,39,38,22,28,37,37,39,58,120,105,64,83,89,84,102,76,80
형법범,강력범,강도,광명시,38,20,20,27,34,37,18,18,19,25,38,32,22,22,73,63,17
형법범,강력범,강도,포항시,27,37,36,45,44,55,54,53,53,58,39,35,42,38,45,49,42
형법범,강력범,강도,안산시,61,111,107,106,100,93,81,122,121,157,125,85,82,73,111,110,94
형법범,강력범,강도,진주시,29,28,32,26,42,38,29,18,15,34,29,30,36,30,29,54,32
형법범,강력범,강도,고양시,20,13,23,22,68,29,88,88,70,107,68,80,67,61,68,74,61
형법범,강력범,강도,제주시,38,45,46,37,52,64,48,46,30,34,70,75,50,45,39,43,54
형법범,강력범,강도,목포시,22,14,19,22,25,25,23,29,35,43,45,24,25,14,19,25,27
형법범,강력범,강도,의정부시,50,35,27,36,17,32,35,56,57,64,66,61,64,39,41,51,37
형법범,강력범,강도,익산시,-,-,-,26,31,23,30,22,30,26,22,15,19,25,13,39,19
형법범,강력범,강도,이리시,26,27,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,강력범,강도,군산시,19,19,16,22,20,24,19,21,12,28,17,11,13,24,18,22,20
형법범,강력범,강도,구미시,36,28,16,37,48,40,28,34,47,41,55,70,44,42,36,52,42
형법범,강력범,강도,천안시,23,28,43,37,38,57,68,63,28,64,57,73,77,81,76,72,66
형법범,강력범,강도,여수시,24,14,12,23,39,30,14,22,38,27,23,12,12,12,18,17,22
형법범,강력범,강도,춘천시,14,44,16,27,52,28,29,16,28,27,19,16,22,17,17,17,16
형법범,강력범,강도,원주시,17,22,25,32,41,35,50,21,16,16,21,35,23,28,33,28,31
형법범,강력범,강도,평택시,-,-,-,137,92,53,57,47,37,79,56,55,47,47,49,67,38
형법범,강력범,강도,경주시,-,-,-,76,39,17,15,20,23,22,32,25,26,15,16,31,16
형법범,강력범,강도,김해시,-,-,-,13,25,25,43,18,22,32,33,36,44,39,28,36,36
형법범,강력범,강도,순천시,-,-,-,28,41,23,36,35,27,62,38,26,28,13,17,8,26
형법범,강력범,강도,군포시,-,-,-,1,5,17,23,23,27,27,15,15,25,4,26,31,15
형법범,강력범,강도,남양주시,-,-,-,40,32,29,43,30,28,16,26,14,18,21,23,39,17
형법범,강력범,강도,강릉시,-,-,-,11,19,24,21,10,16,20,20,15,9,10,27,17,33
형법범,강력범,강도,충주시,-,-,-,-,2,15,16,3,12,12,14,13,16,16,16,12,16
형법범,강력범,강도,안동시,-,-,-,1,13,16,16,9,3,12,12,7,10,3,11,15,11
형법범,강력범,강도,경산시,-,-,-,-,4,6,10,9,27,12,13,14,14,22,15,16,16
형법범,강력범,강도,아산시,-,-,-,17,31,25,29,30,19,24,13,12,35,18,14,11,12
형법범,강력범,강도,거제시,-,-,-,9,13,10,15,8,20,13,7,18,15,18,11,15,19
형법범,강력범,강도,김천시,-,-,-,9,11,10,7,3,6,5,11,10,8,8,5,6,3
형법범,강력범,강도,정읍시,-,-,-,3,7,14,9,6,4,7,12,1,4,4,10,6,3
형법범,강력범,강도,용인시,-,-,-,-,-,-,-,-,-,-,33,53,32,38,36,66,37
형법범,강력범,강도,시흥시,-,-,-,-,-,-,-,-,-,-,57,53,37,50,55,84,68
형법범,강력범,강도,파주시,-,-,-,-,-,-,-,-,-,-,16,22,18,25,22,36,15
형법범,강력범,강도,양산시,-,-,-,-,-,-,-,-,-,-,14,22,5,12,9,15,21
형법범,강력범,강도,이천시,-,-,-,-,-,-,-,-,-,-,17,16,24,29,6,13,20
형법범,강력범,강도,구리시,-,-,-,-,-,-,-,-,-,-,19,29,29,21,27,43,27
형법범,강력범,강도,서산시,-,-,-,-,-,-,-,-,-,-,7,6,9,6,11,6,9
형법범,강력범,강도,제천시,-,-,-,-,-,-,-,-,-,-,12,10,8,7,5,8,6
형법범,강력범,강도,논산시,-,-,-,-,-,-,-,-,-,-,10,7,13,10,8,10,18
형법범,강력범,강도,기타도시,338,343,362,186,403,348,258,205,209,270,227,247,249,268,245,357,202
형법범,강력범,강도,도시이외,470,346,315,224,336,291,267,229,191,215,226,152,175,140,194,196,206
형법범,강력범,강도,기타,2,-,3,-,-,33,121,176,160,208,-,-,-,-,-,-,-
형법범,강력범,강간,서울특별시,1367,1090,1084,1113,1210,1286,1489,1619,1460,1548,1735,1809,2069,2081,2214,2398,4939
형법범,강력범,강간,부산광역시,508,324,353,381,450,517,564,557,390,407,546,456,605,605,707,1019,1575
형법범,강력범,강간,대구광역시,277,242,207,259,255,296,313,286,250,251,276,317,282,314,335,419,784
형법범,강력범,강간,인천광역시,314,245,292,350,299,353,375,383,346,385,390,466,579,649,616,621,1038
형법범,강력범,강간,광주광역시,178,159,214,206,238,237,288,282,297,296,209,278,291,298,335,364,585
형법범,강력범,강간,대전광역시,166,125,171,156,192,192,191,204,194,177,178,177,285,280,366,355,392
형법범,강력범,강간,울산광역시,133,124,158,133,158,161,176,167,174,175,158,187,219,237,225,256,378
형법범,강력범,강간,부천시,76,89,98,85,116,99,110,83,85,119,110,176,195,221,253,248,402
형법범,강력범,강간,수원시,106,94,103,102,107,130,129,152,141,187,200,178,216,235,267,276,441
형법범,강력범,강간,성남시,115,80,109,118,105,93,139,128,112,122,107,149,197,186,207,188,340
형법범,강력범,강간,전주시,70,54,62,61,79,68,70,78,68,74,80,90,86,101,128,116,206
형법범,강력범,강간,안양시,64,56,58,73,55,53,69,66,68,57,80,94,121,105,132,103,202
형법범,강력범,강간,청주시,62,63,93,79,82,91,106,96,111,147,88,117,143,152,197,172,262
형법범,강력범,강간,마산시,60,60,74,53,67,65,72,89,55,57,62,59,73,66,104,84,121
형법범,강력범,강간,창원시,35,46,48,19,44,53,70,64,73,85,86,83,74,89,96,110,145
형법범,강력범,강간,광명시,29,24,31,25,42,44,29,33,47,29,43,42,45,41,56,84,110
형법범,강력범,강간,포항시,71,64,71,58,82,79,81,81,68,66,65,62,95,64,65,58,140
형법범,강력범,강간,안산시,58,60,95,69,89,82,73,72,102,122,91,114,138,134,154,149,273
형법범,강력범,강간,진주시,44,31,49,41,44,48,57,59,31,35,31,45,47,37,63,38,96
형법범,강력범,강간,고양시,38,39,43,46,72,65,63,67,78,93,93,137,157,179,279,155,267
형법범,강력범,강간,제주시,92,66,88,72,64,74,69,61,82,84,117,110,115,103,120,144,255
형법범,강력범,강간,목포시,42,33,35,57,46,61,50,36,46,64,70,47,65,64,57,70,102
형법범,강력범,강간,의정부시,30,26,33,25,33,35,53,37,49,76,69,70,80,104,120,101,155
형법범,강력범,강간,익산시,-,-,-,44,23,49,57,57,50,34,38,55,42,55,74,68,84
형법범,강력범,강간,이리시,52,27,53,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,강력범,강간,군산시,29,41,39,43,26,32,48,36,25,23,30,36,42,42,50,53,86
형법범,강력범,강간,구미시,54,27,38,62,62,79,71,68,59,75,54,69,57,61,58,60,132
형법범,강력범,강간,천안시,30,24,39,45,68,38,43,56,55,58,59,68,300,95,149,169,213
형법범,강력범,강간,여수시,34,25,33,33,35,51,36,23,32,34,36,48,40,54,51,34,109
형법범,강력범,강간,춘천시,37,33,29,35,29,30,41,32,29,28,45,48,41,48,54,58,98
형법범,강력범,강간,원주시,20,27,37,42,40,39,44,45,37,27,41,46,56,51,67,53,128
형법범,강력범,강간,평택시,-,-,-,213,96,52,36,54,36,44,61,50,55,79,58,75,126
형법범,강력범,강간,경주시,-,-,-,195,57,39,40,33,41,26,40,36,38,35,40,44,134
형법범,강력범,강간,김해시,-,-,-,39,48,61,76,46,52,42,51,66,82,88,69,52,135
형법범,강력범,강간,순천시,-,-,-,34,72,47,43,34,33,69,57,55,76,42,62,52,97
형법범,강력범,강간,군포시,-,-,-,6,5,22,37,36,19,34,35,14,39,45,33,36,100
형법범,강력범,강간,남양주시,-,-,-,39,48,71,40,35,40,43,32,55,47,48,60,51,101
형법범,강력범,강간,강릉시,-,-,-,20,32,52,55,47,37,42,29,23,37,37,47,50,78
형법범,강력범,강간,충주시,-,-,-,1,2,35,40,34,28,30,24,21,29,24,31,32,63
형법범,강력범,강간,안동시,-,-,-,14,19,21,21,24,16,21,28,21,37,30,32,34,53
형법범,강력범,강간,경산시,-,-,-,4,4,17,22,25,25,26,24,23,36,32,52,51,89
형법범,강력범,강간,아산시,-,-,-,24,28,29,37,29,31,27,32,24,48,37,37,21,53
형법범,강력범,강간,거제시,-,-,-,23,16,19,26,30,20,9,23,24,19,34,33,38,46
형법범,강력범,강간,김천시,-,-,-,13,8,15,16,13,5,17,17,11,16,10,12,17,37
형법범,강력범,강간,정읍시,-,-,-,7,15,20,23,13,17,4,11,10,20,12,12,7,33
형법범,강력범,강간,용인시,-,-,-,-,-,-,-,-,-,-,47,60,71,77,92,101,172
형법범,강력범,강간,시흥시,-,-,-,-,-,-,-,-,-,-,90,81,78,87,94,106,140
형법범,강력범,강간,파주시,-,-,-,-,-,-,-,-,-,-,28,40,42,31,52,55,71
형법범,강력범,강간,양산시,-,-,-,-,-,-,-,-,-,-,26,23,26,20,40,32,83
형법범,강력범,강간,이천시,-,-,-,-,-,-,-,-,-,-,35,30,24,22,37,36,54
형법범,강력범,강간,구리시,-,-,-,-,-,-,-,-,-,-,35,43,56,64,50,51,96
형법범,강력범,강간,서산시,-,-,-,-,-,-,-,-,-,-,10,12,13,16,22,17,43
형법범,강력범,강간,제천시,-,-,-,-,-,-,-,-,-,-,25,20,32,65,21,20,45
형법범,강력범,강간,논산시,-,-,-,-,-,-,-,-,-,-,20,19,17,15,16,10,28
형법범,강력범,강간,기타도시,584,575,763,437,536,557,508,460,416,424,472,451,544,522,710,633,1201
형법범,강력범,강간,도시이외,1398,871,979,673,779,773,661,574,459,481,511,471,518,503,572,548,1109
형법범,강력범,강간,기타,-,-,1,-,1,29,198,247,230,257,-,-,-,-,-,-,-
형법범,강력범,방화,서울특별시,159,125,137,116,147,240,248,313,293,330,317,369,327,327,393,340,365
형법범,강력범,방화,부산광역시,59,45,57,63,263,121,129,111,115,132,144,120,145,129,148,158,156
형법범,강력범,방화,대구광역시,33,31,34,36,58,61,53,62,85,86,101,108,84,138,100,102,75
형법범,강력범,방화,인천광역시,18,33,35,32,62,46,71,62,52,99,115,140,128,113,113,127,117
형법범,강력범,방화,광주광역시,25,23,37,27,16,20,30,44,50,56,29,36,53,38,60,52,83
형법범,강력범,방화,대전광역시,8,16,23,23,38,26,29,28,23,49,38,34,33,41,39,54,76
형법범,강력범,방화,울산광역시,13,11,14,15,17,17,30,21,24,30,38,30,45,47,49,31,31
형법범,강력범,방화,부천시,15,3,5,9,24,20,68,22,15,23,23,42,51,37,69,63,28
형법범,강력범,방화,수원시,9,9,12,6,5,18,13,21,32,46,32,48,40,32,40,32,34
형법범,강력범,방화,성남시,10,13,15,8,19,23,17,18,22,63,40,30,22,28,43,26,20
형법범,강력범,방화,전주시,7,6,14,5,20,12,14,9,15,8,10,12,11,15,27,15,20
형법범,강력범,방화,안양시,10,3,6,5,17,11,8,16,13,12,11,18,14,12,12,15,13
형법범,강력범,방화,청주시,4,8,9,12,10,10,9,11,12,25,26,16,19,36,37,30,20
형법범,강력범,방화,마산시,10,8,5,4,12,17,7,13,19,12,21,17,17,13,13,8,7
형법범,강력범,방화,창원시,6,2,3,4,10,7,9,12,29,38,20,23,19,16,13,10,14
형법범,강력범,방화,광명시,3,1,7,4,3,6,5,3,4,5,8,12,14,8,5,21,10
형법범,강력범,방화,포항시,13,4,5,12,9,5,8,11,10,15,22,12,16,10,20,12,17
형법범,강력범,방화,안산시,5,16,18,25,13,10,17,74,50,33,23,35,19,29,26,18,20
형법범,강력범,방화,진주시,6,4,3,5,12,10,8,22,12,9,11,14,6,10,23,15,21
형법범,강력범,방화,고양시,4,4,3,13,5,6,12,9,26,18,20,24,31,24,42,27,23
형법범,강력범,방화,제주시,10,13,20,6,9,13,16,21,21,23,27,24,43,30,39,36,35
형법범,강력범,방화,목포시,4,5,6,2,4,10,12,3,12,10,8,19,10,7,10,5,9
형법범,강력범,방화,의정부시,8,2,3,5,3,9,9,8,15,13,20,21,30,17,19,13,12
형법범,강력범,방화,익산시,-,-,-,9,6,6,5,16,11,12,11,10,11,13,10,8,13
형법범,강력범,방화,이리시,1,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,강력범,방화,군산시,4,3,9,7,8,10,4,8,3,9,5,11,12,6,6,7,10
형법범,강력범,방화,구미시,-,-,4,6,5,8,14,8,11,10,10,10,13,14,11,20,29
형법범,강력범,방화,천안시,7,7,3,1,10,3,3,5,10,26,14,14,18,14,45,30,32
형법범,강력범,방화,여수시,6,9,8,4,6,12,10,8,2,7,9,7,3,11,6,12,8
형법범,강력범,방화,춘천시,4,8,6,5,2,4,9,3,3,9,8,12,5,6,17,24,21
형법범,강력범,방화,원주시,4,3,9,5,2,6,9,5,10,7,9,19,13,10,10,19,13
형법범,강력범,방화,평택시,-,-,-,44,11,13,9,10,22,19,3,9,11,13,14,9,12
형법범,강력범,방화,경주시,-,-,-,31,8,6,-,9,2,6,7,3,6,11,13,12,18
형법범,강력범,방화,김해시,-,-,-,3,10,5,16,2,6,24,17,23,8,12,16,19,18
형법범,강력범,방화,순천시,-,-,-,2,4,11,6,6,5,13,8,7,7,4,8,21,13
형법범,강력범,방화,군포시,-,-,-,-,-,3,7,8,10,11,8,4,8,7,5,9,3
형법범,강력범,방화,남양주시,-,-,-,5,16,5,14,10,7,18,16,14,12,9,10,15,24
형법범,강력범,방화,강릉시,-,-,-,1,12,2,16,9,4,11,17,4,6,6,5,11,7
형법범,강력범,방화,충주시,-,-,-,-,-,4,3,4,4,31,4,4,6,3,5,5,7
형법범,강력범,방화,안동시,-,-,-,1,3,3,7,4,10,7,6,6,7,9,3,9,3
형법범,강력범,방화,경산시,-,-,-,-,-,2,6,4,5,4,9,5,5,6,8,15,10
형법범,강력범,방화,아산시,-,-,-,5,3,4,1,4,3,6,6,9,7,3,4,3,10
형법범,강력범,방화,거제시,-,-,-,-,5,4,4,12,8,2,13,13,7,10,2,6,13
형법범,강력범,방화,김천시,-,-,-,3,2,3,2,6,4,8,6,14,1,-,4,7,3
형법범,강력범,방화,정읍시,-,-,-,-,3,-,-,1,-,-,4,2,6,6,6,4,6
형법범,강력범,방화,용인시,-,-,-,-,-,-,-,-,-,-,7,11,13,8,16,20,10
형법범,강력범,방화,시흥시,-,-,-,-,-,-,-,-,-,-,17,14,5,15,14,12,6
형법범,강력범,방화,파주시,-,-,-,-,-,-,-,-,-,-,11,11,14,11,11,8,13
형법범,강력범,방화,양산시,-,-,-,-,-,-,-,-,-,-,6,4,12,8,9,3,5
형법범,강력범,방화,이천시,-,-,-,-,-,-,-,-,-,-,5,4,3,2,2,6,21
형법범,강력범,방화,구리시,-,-,-,-,-,-,-,-,-,-,14,6,8,9,19,8,9
형법범,강력범,방화,서산시,-,-,-,-,-,-,-,-,-,-,5,2,5,5,9,6,13
형법범,강력범,방화,제천시,-,-,-,-,-,-,-,-,-,-,3,5,4,13,4,10,6
형법범,강력범,방화,논산시,-,-,-,-,-,-,-,-,-,-,3,6,5,4,5,3,6
형법범,강력범,방화,기타도시,74,64,89,61,87,105,101,112,111,104,117,155,134,152,151,148,136
형법범,강력범,방화,도시이외,168,133,125,130,166,149,162,141,141,161,149,188,179,140,167,174,187
형법범,강력범,방화,기타,1,-,-,-,-,7,33,55,30,58,-,-,-,-,-,-,-
형법범,절도범,소계,서울특별시,15389,15701,14053,12883,15658,14488,35927,52309,61444,57332,36266,34057,29264,29973,28900,37212,49396
형법범,절도범,소계,부산광역시,5564,7649,7753,8589,11352,11013,13648,12268,13386,14803,11939,11244,12741,12854,14469,22077,22300
형법범,절도범,소계,대구광역시,3052,2886,4039,4843,5466,6256,9450,7298,5844,6973,5615,8903,9977,8644,8857,10319,15643
형법범,절도범,소계,인천광역시,3216,2583,4874,6687,5549,3930,10997,8325,9548,10007,8676,13595,13025,11227,10822,11358,10587
형법범,절도범,소계,광주광역시,3375,4799,5355,5807,4980,2898,7687,8112,7585,7919,6044,9173,9489,10715,12179,12288,12631
형법범,절도범,소계,대전광역시,2454,2656,3182,4552,3923,5502,7489,6397,5344,5831,4431,4937,6806,8278,9326,10697,8746
형법범,절도범,소계,울산광역시,1083,1289,1888,3603,2981,4040,4641,4627,4767,4259,3446,4780,4738,8831,7521,7557,7644
형법범,절도범,소계,부천시,1201,818,988,737,947,1196,3070,3093,2405,3018,1851,6819,7022,6678,7884,7548,6064
형법범,절도범,소계,수원시,1916,1781,1830,2299,2264,1746,2763,2997,3135,4440,5359,5833,5348,4465,5863,7014,5909
형법범,절도범,소계,성남시,999,921,1076,1398,1692,1843,3070,2847,2150,3040,1925,3761,4500,4698,4054,6388,4743
형법범,절도범,소계,전주시,757,763,931,1124,843,791,1454,2650,1781,2052,2014,3279,3464,2965,3361,3072,4084
형법범,절도범,소계,안양시,973,606,743,1051,1099,919,1158,1529,1538,1613,2049,2680,2936,2812,2481,2972,2611
형법범,절도범,소계,청주시,1272,1334,2428,2136,2116,2488,3658,3395,3088,3857,2971,3080,3334,4753,3942,3802,4232
형법범,절도범,소계,마산시,582,781,673,1042,1361,1603,2787,2350,1794,1919,1576,1786,2315,2446,2201,2128,3191
형법범,절도범,소계,창원시,450,694,485,570,750,884,2321,2902,2540,3177,3004,2292,2118,2668,3447,2932,4343
형법범,절도범,소계,광명시,444,498,647,601,674,516,554,630,933,1171,1650,1774,1673,1512,1618,2575,1786
형법범,절도범,소계,포항시,387,335,440,494,610,728,2132,2299,1857,1851,2072,2170,1936,2949,3582,3292,2942
형법범,절도범,소계,안산시,801,863,1253,1311,1415,1204,1627,1834,1760,2363,2480,1926,2486,3402,4429,4539,4057
형법범,절도범,소계,진주시,431,330,307,461,851,1026,1317,1192,1112,1234,1481,1227,1176,2030,1969,2033,1826
형법범,절도범,소계,고양시,223,187,262,300,985,708,3303,2957,2233,2921,2368,4928,3952,5037,5069,4544,3220
형법범,절도범,소계,제주시,789,744,747,802,1181,904,1220,1517,1099,1718,3312,4030,4382,3319,3836,3248,4560
형법범,절도범,소계,목포시,320,237,255,747,569,349,797,937,1092,1467,1131,1297,1126,1145,1247,1442,1609
형법범,절도범,소계,의정부시,332,221,269,248,345,323,803,904,1178,1577,1684,2508,3540,2718,2577,3194,2001
형법범,절도범,소계,익산시,-,-,-,254,358,321,932,1583,1092,1198,1469,1248,1277,1122,1319,1806,2442
형법범,절도범,소계,이리시,226,229,254,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,절도범,소계,군산시,223,314,291,351,377,335,771,1039,586,702,699,728,878,882,823,983,1230
형법범,절도범,소계,구미시,191,225,248,690,520,685,2132,1723,1419,1404,2300,2185,2165,2394,2238,2650,2724
형법범,절도범,소계,천안시,274,244,223,290,445,1011,2484,1931,1451,1207,1032,1855,3090,4547,4244,4507,4628
형법범,절도범,소계,여수시,249,238,370,541,719,858,1014,968,961,1082,820,1129,1340,1661,1448,1468,1125
형법범,절도범,소계,춘천시,258,388,294,696,992,572,1307,1079,646,460,883,883,711,977,1354,1394,1721
형법범,절도범,소계,원주시,266,357,700,438,394,362,1861,1487,722,828,851,1139,1143,1224,1570,1852,2232
형법범,절도범,소계,평택시,-,-,-,2518,2019,781,1147,1103,1018,1175,1772,1902,2085,2420,2006,3294,2523
형법범,절도범,소계,경주시,-,-,-,2015,945,546,925,799,662,691,719,565,782,1120,1789,1826,1752
형법범,절도범,소계,김해시,-,-,-,347,457,899,1917,1115,1325,1942,1573,1496,1308,1302,1209,2319,3755
형법범,절도범,소계,순천시,-,-,-,189,420,461,903,1179,1340,1705,1488,1526,1803,1709,1889,1810,2225
형법범,절도범,소계,군포시,-,-,-,23,55,104,961,832,651,813,278,512,558,505,923,1200,878
형법범,절도범,소계,남양주시,-,-,-,446,372,382,642,993,871,430,690,997,818,882,1194,2118,1485
형법범,절도범,소계,강릉시,-,-,-,97,262,320,1606,1200,873,678,598,938,740,1434,1339,1325,1233
형법범,절도범,소계,충주시,-,-,-,13,36,387,1239,881,1141,1065,563,501,1064,1413,1287,1302,1195
형법범,절도범,소계,안동시,-,-,-,120,191,323,402,257,358,477,558,461,742,698,735,959,1159
형법범,절도범,소계,경산시,-,-,-,16,135,275,741,781,608,442,381,474,309,1406,2354,1665,1732
형법범,절도범,소계,아산시,-,-,-,432,353,368,740,620,478,482,292,475,1006,791,579,693,1667
형법범,절도범,소계,거제시,-,-,-,169,217,159,622,563,228,267,462,265,230,327,393,762,1030
형법범,절도범,소계,김천시,-,-,-,104,132,189,376,278,280,284,365,482,411,485,620,732,663
형법범,절도범,소계,정읍시,-,-,-,45,113,101,175,208,163,149,167,224,228,251,523,529,482
형법범,절도범,소계,용인시,-,-,-,-,-,-,-,-,-,-,517,2168,2086,2276,2784,3501,2437
형법범,절도범,소계,시흥시,-,-,-,-,-,-,-,-,-,-,1273,1808,2253,2393,2585,3199,1756
형법범,절도범,소계,파주시,-,-,-,-,-,-,-,-,-,-,784,1417,1489,1630,1347,1615,1127
형법범,절도범,소계,양산시,-,-,-,-,-,-,-,-,-,-,465,680,820,762,776,819,1629
형법범,절도범,소계,이천시,-,-,-,-,-,-,-,-,-,-,921,971,886,651,901,1047,803
형법범,절도범,소계,구리시,-,-,-,-,-,-,-,-,-,-,759,1280,1420,1590,1581,1916,1130
형법범,절도범,소계,서산시,-,-,-,-,-,-,-,-,-,-,161,204,227,517,849,941,749
형법범,절도범,소계,제천시,-,-,-,-,-,-,-,-,-,-,612,697,547,704,621,580,579
형법범,절도범,소계,논산시,-,-,-,-,-,-,-,-,-,-,372,628,417,988,673,592,828
형법범,절도범,소계,기타도시,4756,5170,6383,5168,7233,6780,11456,9962,8546,9458,9481,13118,11575,14764,14945,18703,17406
형법범,절도범,소계,도시이외,7778,6866,6981,5814,7078,7461,12021,10006,8770,9083,8662,9745,10914,14514,16684,16085,18937
형법범,절도범,소계,기타,24,3,16,2,4,360,5629,6748,6655,6788,-,-,-,-,-,-,-
형법범,절도범,절도,서울특별시,10669,,,,,,,,,,,,,,,,
형법범,절도범,절도,부산광역시,3595,,,,,,,,,,,,,,,,
