죄종별(1),죄종별(2),죄종별(3),시간별,1994 년,1995 년,1996 년,1997 년,1998 년,1999 년,2000 년,2001 년,2002 년,2003 년,2004 년,2005 년,2006 년,2007 년,2008 년,2009 년,2010 년
형법범,기타형법범,아편·몰핀에 관한 죄,오전(07:00~12:00),,,,,,,,,,,,,,,-,-,-
형법범,기타형법범,아편·몰핀에 관한 죄,오후(12:00~18:00),,,,,,,,,,,,,,,-,-,-
형법범,기타형법범,아편·몰핀에 관한 죄,초저녁(18:00~20:00),,,,,,,,,,,,,,,-,-,-
형법범,기타형법범,외환의 죄,미상,2,,,,2,,,1,,2,,,,,,,
형법범,기타형법범,외환의 죄,밤(20:00~24:00),,1,,,,,,3,1,,,,,,-,-,-
형법범,기타형법범,외환의 죄,새벽(04:00~07:00),,,,,,,,,,,,,,,-,-,-
형법범,기타형법범,외환의 죄,심야(00:00~04:00),,,,,,,,2,,2,,,,,-,-,-
형법범,기타형법범,외환의 죄,오전(07:00~12:00),,,,1,,,,,,,,,,,-,-,-
형법범,기타형법범,외환의 죄,오후(12:00~18:00),,,,,,,,,1,,,,,,-,-,-
형법범,기타형법범,외환의 죄,초저녁(18:00~20:00),,,,,,,,1,,,,,,,-,-,-
형법범,기타형법범,위증죄,미상,959,833,825,958,950,1250,1244,1188,1072,1052,,,,,,,
형법범,기타형법범,위증죄,밤(20:00~24:00),4,5,10,16,13,20,38,28,26,19,4,4,3,5,7,2,3
형법범,기타형법범,위증죄,새벽(04:00~07:00),2,3,,2,1,3,3,4,2,2,1,4,3,2,1,4,2
형법범,기타형법범,위증죄,심야(00:00~04:00),13,30,18,15,37,48,53,12,12,28,1483,1455,1388,1525,1576,1742,1453
형법범,기타형법범,위증죄,오전(07:00~12:00),161,152,177,213,259,353,381,356,228,213,114,101,123,92,120,128,200
형법범,기타형법범,위증죄,오후(12:00~18:00),812,712,591,612,643,742,559,479,361,320,395,444,487,466,417,450,525
형법범,기타형법범,위증죄,초저녁(18:00~20:00),22,12,14,15,10,24,42,41,49,30,2,2,3,4,8,4,5
형법범,기타형법범,유기의 죄,미상,34,24,34,21,29,32,55,58,34,63,,,,,,,
형법범,기타형법범,유기의 죄,밤(20:00~24:00),17,13,19,11,11,22,20,35,17,16,29,39,37,26,29,18,21
형법범,기타형법범,유기의 죄,새벽(04:00~07:00),3,11,13,8,8,11,20,19,19,13,22,23,11,17,9,8,9
형법범,기타형법범,유기의 죄,심야(00:00~04:00),7,12,11,17,16,25,18,24,20,22,73,39,35,43,50,45,36
형법범,기타형법범,유기의 죄,오전(07:00~12:00),11,13,19,14,15,25,34,41,26,39,47,24,24,26,23,24,25
형법범,기타형법범,유기의 죄,오후(12:00~18:00),24,25,22,21,25,50,50,50,39,43,48,53,30,36,27,16,22
형법범,기타형법범,유기의 죄,초저녁(18:00~20:00),10,13,8,6,14,12,18,10,10,18,23,22,14,10,9,6,16
형법범,기타형법범,음용수에 관한 죄,미상,10,13,6,8,4,15,15,16,13,19,,,,,,,
형법범,기타형법범,음용수에 관한 죄,밤(20:00~24:00),,,1,,,,1,2,6,7,,1,,6,1,-,-
형법범,기타형법범,음용수에 관한 죄,새벽(04:00~07:00),,,2,,,,,,1,,1,,,,-,-,-
형법범,기타형법범,음용수에 관한 죄,심야(00:00~04:00),1,1,,,,1,2,,,2,7,16,17,14,17,15,10
형법범,기타형법범,음용수에 관한 죄,오전(07:00~12:00),9,8,2,3,2,9,7,4,4,4,2,,5,4,3,2,4
형법범,기타형법범,음용수에 관한 죄,오후(12:00~18:00),8,7,6,3,4,10,6,5,1,6,5,5,2,7,2,2,4
형법범,기타형법범,음용수에 관한 죄,초저녁(18:00~20:00),2,,,1,,1,1,2,,3,1,,,1,-,1,1
형법범,기타형법범,인질강요,밤(20:00~24:00),,,,,,,,,,,,,,,-,-,-
형법범,기타형법범,인질강요,새벽(04:00~07:00),,,,,,,,,,,,,,,-,-,-
형법범,기타형법범,인질강요,심야(00:00~04:00),,,,1,,,,,,,2,,1,,2,-,-
형법범,기타형법범,인질강요,오전(07:00~12:00),,,,,,,,,,,,,,,-,-,-
형법범,기타형법범,인질강요,오후(12:00~18:00),,,,,,,,,2,,1,,,,1,-,-
형법범,기타형법범,인질강요,초저녁(18:00~20:00),,,,,,,,1,,,,,,,-,-,-
형법범,기타형법범,인질살해(치사),밤(20:00~24:00),,,,,,,,,,,,,,,-,-,-
형법범,기타형법범,인질살해(치사),새벽(04:00~07:00),,,,,,,,,,,,,,,-,-,-
형법범,기타형법범,인질살해(치사),심야(00:00~04:00),,,,,,,,,,,,,,,-,-,-
형법범,기타형법범,인질살해(치사),오전(07:00~12:00),,,,,,,,,,,,,,,-,-,-
형법범,기타형법범,인질살해(치사),오후(12:00~18:00),,,,,,,,,,,,,,,-,-,1
형법범,기타형법범,인질살해(치사),초저녁(18:00~20:00),,,,,,,,,,,,,,,-,-,-
형법범,기타형법범,인질상해(치상),미상,,,,,,1,,,,,,,,,,,
형법범,기타형법범,인질상해(치상),밤(20:00~24:00),,,,,,,,,,,,1,1,,-,-,-
형법범,기타형법범,인질상해(치상),새벽(04:00~07:00),,,,,,,,,,,,,,,-,-,-
형법범,기타형법범,인질상해(치상),심야(00:00~04:00),,,,,,,,,,,,,,,-,-,-
형법범,기타형법범,인질상해(치상),오전(07:00~12:00),,,,,,,,,,,,1,,,-,-,1
형법범,기타형법범,인질상해(치상),오후(12:00~18:00),,,,,,,,,,,,2,,,-,-,-
형법범,기타형법범,인질상해(치상),초저녁(18:00~20:00),,,,,,1,,,,,,,,1,-,-,-
형법범,기타형법범,일수와 수리에 관한 죄,미상,7,8,6,6,8,7,6,10,9,2,,,,,,,
형법범,기타형법범,일수와 수리에 관한 죄,밤(20:00~24:00),,,,,,,,,,,,,1,1,-,-,-
형법범,기타형법범,일수와 수리에 관한 죄,새벽(04:00~07:00),,,,,1,,1,,,1,,,,1,-,-,1
형법범,기타형법범,일수와 수리에 관한 죄,심야(00:00~04:00),,,1,,,,,2,,,6,12,8,8,7,2,3
형법범,기타형법범,일수와 수리에 관한 죄,오전(07:00~12:00),5,4,2,4,4,3,3,8,5,4,3,3,1,5,4,-,4
형법범,기타형법범,일수와 수리에 관한 죄,오후(12:00~18:00),3,2,1,3,1,1,3,2,1,,3,,2,,-,-,1
형법범,기타형법범,일수와 수리에 관한 죄,초저녁(18:00~20:00),,1,,,1,1,,,1,,,,,,-,1,-
형법범,기타형법범,장물에 관한죄,미상,277,191,189,246,535,479,412,445,388,343,,,,,,,
형법범,기타형법범,장물에 관한죄,밤(20:00~24:00),109,74,68,67,106,91,98,70,61,67,97,186,193,269,180,195,213
형법범,기타형법범,장물에 관한죄,새벽(04:00~07:00),27,27,23,45,38,31,22,26,50,24,23,66,62,42,85,59,42
형법범,기타형법범,장물에 관한죄,심야(00:00~04:00),54,66,42,44,85,117,95,58,36,33,633,394,456,939,623,1422,953
형법범,기타형법범,장물에 관한죄,오전(07:00~12:00),184,138,168,132,302,376,278,212,312,244,289,855,721,454,643,557,464
형법범,기타형법범,장물에 관한죄,오후(12:00~18:00),340,290,296,293,534,633,448,340,351,251,355,817,792,887,476,842,1005
형법범,기타형법범,장물에 관한죄,초저녁(18:00~20:00),106,82,66,71,116,130,123,84,92,70,95,820,186,181,137,212,241
형법범,기타형법범,주거침입의 죄,미상,285,243,455,413,432,484,564,568,630,537,,,,,,,
형법범,기타형법범,주거침입의 죄,밤(20:00~24:00),57,30,50,72,56,75,78,66,66,109,87,106,640,911,1037,1146,1040
형법범,기타형법범,주거침입의 죄,새벽(04:00~07:00),49,41,63,67,71,110,96,135,92,107,85,81,338,421,515,482,443
형법범,기타형법범,주거침입의 죄,심야(00:00~04:00),91,92,82,66,131,103,106,70,82,114,604,563,1267,1544,1855,1827,1941
형법범,기타형법범,주거침입의 죄,오전(07:00~12:00),214,208,290,258,368,464,468,474,440,516,458,543,673,775,861,903,795
형법범,기타형법범,주거침입의 죄,오후(12:00~18:00),298,262,291,339,419,505,538,522,474,577,538,715,861,856,977,1083,974
형법범,기타형법범,주거침입의 죄,초저녁(18:00~20:00),37,19,36,33,46,49,58,52,52,91,94,95,219,315,357,342,322
형법범,기타형법범,특가법(무고),미상,,,,1,,,,2,,4,,,,,,,
형법범,기타형법범,특가법(무고),밤(20:00~24:00),,,,,,1,1,1,,,,1,,2,-,-,-
형법범,기타형법범,특가법(무고),새벽(04:00~07:00),,,,,,,,,,,,,,,-,-,-
형법범,기타형법범,특가법(무고),심야(00:00~04:00),,,,,1,,,,,1,1,,,1,-,-,-
형법범,기타형법범,특가법(무고),오전(07:00~12:00),,,1,,,,,1,,4,,,,,-,-,-
형법범,기타형법범,특가법(무고),오후(12:00~18:00),,,,,,,,,,,3,,,,-,1,-
형법범,기타형법범,특가법(무고),초저녁(18:00~20:00),1,,,,,,,,,1,,,,,-,-,-
형법범,기타형법범,특가법(장물),미상,6,3,7,6,4,111,93,114,8,33,,,,,,,
형법범,기타형법범,특가법(장물),밤(20:00~24:00),1,,1,1,1,9,3,2,2,2,,92,2,35,2,2,4
형법범,기타형법범,특가법(장물),새벽(04:00~07:00),,1,1,1,,1,43,1,,3,,53,10,4,6,21,12
형법범,기타형법범,특가법(장물),심야(00:00~04:00),,,1,,2,99,31,,2,2,38,123,47,24,25,18,24
형법범,기타형법범,특가법(장물),오전(07:00~12:00),15,,2,1,1,35,20,30,34,6,15,32,5,54,4,10,111
형법범,기타형법범,특가법(장물),오후(12:00~18:00),3,5,3,1,3,50,43,14,9,15,8,51,14,112,10,18,128
형법범,기타형법범,특가법(장물),초저녁(18:00~20:00),1,3,,1,1,6,7,,1,1,3,26,1,17,-,3,4
형법범,기타형법범,폭발물에 관한 죄,미상,,,,,1,,,3,,,,,,,,,
형법범,기타형법범,폭발물에 관한 죄,밤(20:00~24:00),,,1,,,,,,,,,,,,-,-,2
형법범,기타형법범,폭발물에 관한 죄,새벽(04:00~07:00),,,,,,,,1,,,,,,,-,-,-
형법범,기타형법범,폭발물에 관한 죄,심야(00:00~04:00),1,,,,1,,,,,,,,,,4,-,2
형법범,기타형법범,폭발물에 관한 죄,오전(07:00~12:00),,,,,,,,1,,,1,,,1,-,-,-
형법범,기타형법범,폭발물에 관한 죄,오후(12:00~18:00),,,,,,1,,1,1,1,,2,,,1,-,1
형법범,기타형법범,폭발물에 관한 죄,초저녁(18:00~20:00),,,,,,,,,,,,,,,-,-,-
형법범,기타형법범,허위감정·증거인멸은닉·증인은닉죄,미상,17,25,15,20,17,17,21,22,20,15,,,,,,,
형법범,기타형법범,허위감정·증거인멸은닉·증인은닉죄,밤(20:00~24:00),2,3,,,1,3,2,3,1,2,2,4,2,3,2,-,-
형법범,기타형법범,허위감정·증거인멸은닉·증인은닉죄,새벽(04:00~07:00),,2,,,2,1,,1,,1,1,,,1,1,-,-
형법범,기타형법범,허위감정·증거인멸은닉·증인은닉죄,심야(00:00~04:00),1,1,3,,,4,,3,5,2,24,28,27,30,19,38,32
형법범,기타형법범,허위감정·증거인멸은닉·증인은닉죄,오전(07:00~12:00),5,10,7,7,8,14,12,10,10,8,2,5,9,2,4,5,8
형법범,기타형법범,허위감정·증거인멸은닉·증인은닉죄,오후(12:00~18:00),3,10,3,,2,10,9,4,6,8,1,,1,6,3,5,3
형법범,기타형법범,허위감정·증거인멸은닉·증인은닉죄,초저녁(18:00~20:00),,4,,1,4,2,,2,3,2,5,,3,2,1,-,1
형법범,소계,소계,미상,169172,178282,212843,215565,241296,240058,231354,260469,270856,313641,,,,,,,
형법범,소계,소계,밤(20:00~24:00),74005,72097,70885,70914,77451,90573,114141,112247,96807,101000,134214,140701,142673,148471,153274,161158,159289
형법범,소계,소계,새벽(04:00~07:00),9796,11214,11766,13056,14859,19135,27468,28712,25241,25759,39327,41166,41714,44650,46603,48769,47064
형법범,소계,소계,심야(00:00~04:00),52976,57491,59530,63563,77410,102409,125059,120285,105150,109782,391256,354920,359472,351056,388751,452696,394534
형법범,소계,소계,오전(07:00~12:00),50181,60909,69541,71101,86402,92312,103513,113368,99997,108880,79863,87716,97214,101061,104995,113936,121459
형법범,소계,소계,오후(12:00~18:00),80332,84500,89616,88159,101170,105928,119789,115637,109477,119842,115350,118287,127681,131115,135559,146067,151383
형법범,소계,소계,초저녁(18:00~20:00),31439,32859,30997,30976,34647,39143,51797,51855,47077,48170,43125,48057,49971,52257,56489,57699,61110
형법범,절도범,상습절도,미상,140,,,,,,,,,,,,,,,,
형법범,절도범,상습절도,밤(20:00~24:00),72,,,,,,,,,,,,,,,,
형법범,절도범,상습절도,새벽(04:00~07:00),18,,,,,,,,,,,,,,,,
형법범,절도범,상습절도,심야(00:00~04:00),116,,,,,,,,,,,,,,,,
형법범,절도범,상습절도,오전(07:00~12:00),109,,,,,,,,,,,,,,,,
형법범,절도범,상습절도,오후(12:00~18:00),153,,,,,,,,,,,,,,,,
형법범,절도범,상습절도,초저녁(18:00~20:00),33,,,,,,,,,,,,,,,,
형법범,절도범,소계,미상,11370,8665,10706,13994,16175,16543,31337,36705,42081,43493,,,,,,,
형법범,절도범,소계,밤(20:00~24:00),9314,10529,11783,13080,13009,12271,24551,24052,20796,23065,30995,38474,40074,42223,42007,45106,49847
형법범,절도범,소계,새벽(04:00~07:00),2512,2816,3246,3876,3831,3945,8230,8208,7039,7754,9830,11979,11936,12778,13249,14641,15402
형법범,절도범,소계,심야(00:00~04:00),10772,11609,12214,13829,16817,16923,27183,26589,26527,27148,38555,43296,43641,49638,58482,76692,71944
형법범,절도범,소계,오전(07:00~12:00),8414,9434,10896,13179,14693,14216,30704,32837,30728,32747,24138,32036,32649,36209,36292,39723,43782
형법범,절도범,소계,오후(12:00~18:00),13292,13968,15350,18006,19543,18746,36958,37185,37219,38784,36568,43566,44265,49471,50038,56345,61137
형법범,절도범,소계,초저녁(18:00~20:00),4581,5689,6043,7099,7370,6751,14913,15128,14067,14361,15225,19429,20105,22139,23148,23916,27298
형법범,절도범,야간주거침입절도,미상,523,,,,,,,,,,,,,,,,
형법범,절도범,야간주거침입절도,밤(20:00~24:00),605,,,,,,,,,,,,,,,,
형법범,절도범,야간주거침입절도,새벽(04:00~07:00),160,,,,,,,,,,,,,,,,
형법범,절도범,야간주거침입절도,심야(00:00~04:00),1299,,,,,,,,,,,,,,,,
형법범,절도범,야간주거침입절도,오전(07:00~12:00),77,,,,,,,,,,,,,,,,
형법범,절도범,야간주거침입절도,오후(12:00~18:00),131,,,,,,,,,,,,,,,,
형법범,절도범,야간주거침입절도,초저녁(18:00~20:00),242,,,,,,,,,,,,,,,,
형법범,절도범,야간주거침입절도(상습),심야(00:00~04:00),2,,,,,,,,,,,,,,,,
형법범,절도범,절도,미상,7610,,,,,,,,,,,,,,,,
형법범,절도범,절도,밤(20:00~24:00),5967,,,,,,,,,,,,,,,,
형법범,절도범,절도,새벽(04:00~07:00),1785,,,,,,,,,,,,,,,,
형법범,절도범,절도,심야(00:00~04:00),4917,,,,,,,,,,,,,,,,
형법범,절도범,절도,오전(07:00~12:00),6256,,,,,,,,,,,,,,,,
형법범,절도범,절도,오후(12:00~18:00),9142,,,,,,,,,,,,,,,,
형법범,절도범,절도,초저녁(18:00~20:00),3110,,,,,,,,,,,,,,,,
형법범,절도범,특가법(절도),미상,645,,,,,,,,,,,,,,,,
형법범,절도범,특가법(절도),밤(20:00~24:00),412,,,,,,,,,,,,,,,,
형법범,절도범,특가법(절도),새벽(04:00~07:00),167,,,,,,,,,,,,,,,,
형법범,절도범,특가법(절도),심야(00:00~04:00),884,,,,,,,,,,,,,,,,
형법범,절도범,특가법(절도),오전(07:00~12:00),602,,,,,,,,,,,,,,,,
형법범,절도범,특가법(절도),오후(12:00~18:00),947,,,,,,,,,,,,,,,,
형법범,절도범,특가법(절도),초저녁(18:00~20:00),222,,,,,,,,,,,,,,,,
형법범,절도범,특가법(절도강간),심야(00:00~04:00),1,,,,,,,,,,,,,,,,
형법범,절도범,특수절도,미상,2450,,,,,,,,,,,,,,,,
형법범,절도범,특수절도,밤(20:00~24:00),2256,,,,,,,,,,,,,,,,
형법범,절도범,특수절도,새벽(04:00~07:00),382,,,,,,,,,,,,,,,,
형법범,절도범,특수절도,심야(00:00~04:00),3552,,,,,,,,,,,,,,,,
형법범,절도범,특수절도,오전(07:00~12:00),1367,,,,,,,,,,,,,,,,
형법범,절도범,특수절도,오후(12:00~18:00),2910,,,,,,,,,,,,,,,,
형법범,절도범,특수절도,초저녁(18:00~20:00),974,,,,,,,,,,,,,,,,
형법범,절도범,특수절도(상습),미상,2,,,,,,,,,,,,,,,,
형법범,절도범,특수절도(상습),밤(20:00~24:00),2,,,,,,,,,,,,,,,,
형법범,절도범,특수절도(상습),심야(00:00~04:00),1,,,,,,,,,,,,,,,,
형법범,절도범,특수절도(상습),오전(07:00~12:00),3,,,,,,,,,,,,,,,,
형법범,절도범,특수절도(상습),오후(12:00~18:00),9,,,,,,,,,,,,,,,,
형법범,지능범,공무상비밀누설,미상,3,,,,,,,,,,,,,,,,
형법범,지능범,공무상비밀누설,오전(07:00~12:00),2,,,,,,,,,,,,,,,,
형법범,지능범,공무상비밀누설,오후(12:00~18:00),1,,,,,,,,,,,,,,,,
형법범,지능범,공문서위조·변조,미상,871,,,,,,,,,,,,,,,,
형법범,지능범,공문서위조·변조,밤(20:00~24:00),142,,,,,,,,,,,,,,,,
형법범,지능범,공문서위조·변조,새벽(04:00~07:00),12,,,,,,,,,,,,,,,,
형법범,지능범,공문서위조·변조,심야(00:00~04:00),64,,,,,,,,,,,,,,,,
형법범,지능범,공문서위조·변조,오전(07:00~12:00),230,,,,,,,,,,,,,,,,
형법범,지능범,공문서위조·변조,오후(12:00~18:00),308,,,,,,,,,,,,,,,,
형법범,지능범,공문서위조·변조,초저녁(18:00~20:00),54,,,,,,,,,,,,,,,,
형법범,지능범,공인위조·부정사용행사,미상,84,,,,,,,,,,,,,,,,
형법범,지능범,공인위조·부정사용행사,밤(20:00~24:00),27,,,,,,,,,,,,,,,,
형법범,지능범,공인위조·부정사용행사,새벽(04:00~07:00),12,,,,,,,,,,,,,,,,
형법범,지능범,공인위조·부정사용행사,심야(00:00~04:00),17,,,,,,,,,,,,,,,,
형법범,지능범,공인위조·부정사용행사,오전(07:00~12:00),44,,,,,,,,,,,,,,,,
형법범,지능범,공인위조·부정사용행사,오후(12:00~18:00),71,,,,,,,,,,,,,,,,
형법범,지능범,공인위조·부정사용행사,초저녁(18:00~20:00),9,,,,,,,,,,,,,,,,
형법범,지능범,기타통화에 관한 죄,미상,11,,,,,,,,,,,,,,,,
형법범,지능범,기타통화에 관한 죄,밤(20:00~24:00),1,,,,,,,,,,,,,,,,
형법범,지능범,기타통화에 관한 죄,새벽(04:00~07:00),1,,,,,,,,,,,,,,,,
형법범,지능범,기타통화에 관한 죄,오전(07:00~12:00),5,,,,,,,,,,,,,,,,
형법범,지능범,기타통화에 관한 죄,오후(12:00~18:00),7,,,,,,,,,,,,,,,,
형법범,지능범,기타통화에 관한 죄,초저녁(18:00~20:00),2,,,,,,,,,,,,,,,,
형법범,지능범,뇌물공여·약속·의사표시,미상,36,,,,,,,,,,,,,,,,
형법범,지능범,뇌물공여·약속·의사표시,밤(20:00~24:00),51,,,,,,,,,,,,,,,,
형법범,지능범,뇌물공여·약속·의사표시,새벽(04:00~07:00),4,,,,,,,,,,,,,,,,
형법범,지능범,뇌물공여·약속·의사표시,심야(00:00~04:00),18,,,,,,,,,,,,,,,,
형법범,지능범,뇌물공여·약속·의사표시,오전(07:00~12:00),33,,,,,,,,,,,,,,,,
형법범,지능범,뇌물공여·약속·의사표시,오후(12:00~18:00),51,,,,,,,,,,,,,,,,
형법범,지능범,뇌물공여·약속·의사표시,초저녁(18:00~20:00),24,,,,,,,,,,,,,,,,
형법범,지능범,뇌물수수·요구·약속,미상,13,,,,,,,,,,,,,,,,
형법범,지능범,뇌물수수·요구·약속,심야(00:00~04:00),2,,,,,,,,,,,,,,,,
형법범,지능범,뇌물수수·요구·약속,오전(07:00~12:00),13,,,,,,,,,,,,,,,,
형법범,지능범,뇌물수수·요구·약속,오후(12:00~18:00),12,,,,,,,,,,,,,,,,
형법범,지능범,뇌물수수·요구·약속,초저녁(18:00~20:00),5,,,,,,,,,,,,,,,,
형법범,지능범,"독직폭행, 가혹행위",밤(20:00~24:00),2,,,,,,,,,,,,,,,,
형법범,지능범,"독직폭행, 가혹행위",심야(00:00~04:00),1,,,,,,,,,,,,,,,,
형법범,지능범,"독직폭행, 가혹행위",오전(07:00~12:00),2,,,,,,,,,,,,,,,,
형법범,지능범,"독직폭행, 가혹행위",오후(12:00~18:00),1,,,,,,,,,,,,,,,,
형법범,지능범,배임,미상,2325,,,,,,,,,,,,,,,,
형법범,지능범,배임,밤(20:00~24:00),19,,,,,,,,,,,,,,,,
형법범,지능범,배임,새벽(04:00~07:00),8,,,,,,,,,,,,,,,,
형법범,지능범,배임,심야(00:00~04:00),50,,,,,,,,,,,,,,,,
형법범,지능범,배임,오전(07:00~12:00),327,,,,,,,,,,,,,,,,
형법범,지능범,배임,오후(12:00~18:00),401,,,,,,,,,,,,,,,,
형법범,지능범,배임,초저녁(18:00~20:00),74,,,,,,,,,,,,,,,,
형법범,지능범,배임수재,미상,19,,,,,,,,,,,,,,,,
형법범,지능범,배임수재,오전(07:00~12:00),3,,,,,,,,,,,,,,,,
형법범,지능범,배임수재,오후(12:00~18:00),8,,,,,,,,,,,,,,,,
형법범,지능범,배임수재,초저녁(18:00~20:00),4,,,,,,,,,,,,,,,,
형법범,지능범,배임증재,미상,9,,,,,,,,,,,,,,,,
형법범,지능범,배임증재,오전(07:00~12:00),3,,,,,,,,,,,,,,,,
형법범,지능범,배임증재,오후(12:00~18:00),5,,,,,,,,,,,,,,,,
형법범,지능범,배임증재,초저녁(18:00~20:00),4,,,,,,,,,,,,,,,,
형법범,지능범,부당이득,미상,55,,,,,,,,,,,,,,,,
형법범,지능범,부당이득,밤(20:00~24:00),3,,,,,,,,,,,,,,,,
형법범,지능범,부당이득,오전(07:00~12:00),3,,,,,,,,,,,,,,,,
형법범,지능범,부당이득,오후(12:00~18:00),9,,,,,,,,,,,,,,,,
형법범,지능범,부당이득,초저녁(18:00~20:00),6,,,,,,,,,,,,,,,,
형법범,지능범,사기,미상,79546,,,,,,,,,,,,,,,,
형법범,지능범,사기,밤(20:00~24:00),1891,,,,,,,,,,,,,,,,
형법범,지능범,사기,새벽(04:00~07:00),270,,,,,,,,,,,,,,,,
형법범,지능범,사기,심야(00:00~04:00),1974,,,,,,,,,,,,,,,,
형법범,지능범,사기,오전(07:00~12:00),15320,,,,,,,,,,,,,,,,
형법범,지능범,사기,오후(12:00~18:00),22533,,,,,,,,,,,,,,,,
형법범,지능범,사기,초저녁(18:00~20:00),3658,,,,,,,,,,,,,,,,
형법범,지능범,사기(상습),미상,48,,,,,,,,,,,,,,,,
형법범,지능범,사기(상습),밤(20:00~24:00),16,,,,,,,,,,,,,,,,
형법범,지능범,사기(상습),심야(00:00~04:00),1,,,,,,,,,,,,,,,,
형법범,지능범,사기(상습),오전(07:00~12:00),60,,,,,,,,,,,,,,,,
형법범,지능범,사기(상습),오후(12:00~18:00),114,,,,,,,,,,,,,,,,
형법범,지능범,사기(상습),초저녁(18:00~20:00),16,,,,,,,,,,,,,,,,
형법범,지능범,사문서위조·변조,미상,2832,,,,,,,,,,,,,,,,
형법범,지능범,사문서위조·변조,밤(20:00~24:00),45,,,,,,,,,,,,,,,,
형법범,지능범,사문서위조·변조,새벽(04:00~07:00),11,,,,,,,,,,,,,,,,
형법범,지능범,사문서위조·변조,심야(00:00~04:00),58,,,,,,,,,,,,,,,,
형법범,지능범,사문서위조·변조,오전(07:00~12:00),564,,,,,,,,,,,,,,,,
형법범,지능범,사문서위조·변조,오후(12:00~18:00),596,,,,,,,,,,,,,,,,
형법범,지능범,사문서위조·변조,초저녁(18:00~20:00),94,,,,,,,,,,,,,,,,
형법범,지능범,"사인등위조, 부정사용행사",미상,64,,,,,,,,,,,,,,,,
형법범,지능범,"사인등위조, 부정사용행사",밤(20:00~24:00),1,,,,,,,,,,,,,,,,
형법범,지능범,"사인등위조, 부정사용행사",새벽(04:00~07:00),1,,,,,,,,,,,,,,,,
형법범,지능범,"사인등위조, 부정사용행사",오전(07:00~12:00),19,,,,,,,,,,,,,,,,
형법범,지능범,"사인등위조, 부정사용행사",오후(12:00~18:00),18,,,,,,,,,,,,,,,,
형법범,지능범,"사인등위조, 부정사용행사",초저녁(18:00~20:00),2,,,,,,,,,,,,,,,,
형법범,지능범,선거방해,미상,1,,,,,,,,,,,,,,,,
형법범,지능범,소계,미상,100984,123335,144466,135494,156329,143927,111681,123967,135719,174350,,,,,,,
형법범,지능범,소계,밤(20:00~24:00),2668,2838,3068,3571,3579,5719,5951,7100,8395,7742,8096,6505,6833,7022,8139,8668,9945
형법범,지능범,소계,새벽(04:00~07:00),451,848,436,439,644,1212,1190,1789,1934,1717,2697,1986,2616,2447,3455,3404,3093
형법범,지능범,소계,심야(00:00~04:00),2695,4545,4241,3526,5980,11093,8228,6769,7035,10084,222121,188275,192038,167807,187198,206375,180706
형법범,지능범,소계,오전(07:00~12:00),19217,28217,34335,33807,42677,43931,33104,38052,32732,37850,24118,22058,27038,27436,29419,32022,37874
형법범,지능범,소계,오후(12:00~18:00),27782,31168,35643,32397,39557,38683,27319,25628,27460,34257,29444,22704,26791,24975,26664,27090,31655
형법범,지능범,소계,초저녁(18:00~20:00),4602,5894,4875,4211,4531,5204,5101,6059,7444,7867,4167,3152,3389,3526,5452,4547,4918
형법범,지능범,업무상배임,미상,617,,,,,,,,,,,,,,,,
형법범,지능범,업무상배임,밤(20:00~24:00),5,,,,,,,,,,,,,,,,
형법범,지능범,업무상배임,새벽(04:00~07:00),3,,,,,,,,,,,,,,,,
형법범,지능범,업무상배임,심야(00:00~04:00),14,,,,,,,,,,,,,,,,
형법범,지능범,업무상배임,오전(07:00~12:00),85,,,,,,,,,,,,,,,,
형법범,지능범,업무상배임,오후(12:00~18:00),147,,,,,,,,,,,,,,,,
형법범,지능범,업무상배임,초저녁(18:00~20:00),18,,,,,,,,,,,,,,,,
형법범,지능범,업무상횡령,미상,4214,,,,,,,,,,,,,,,,
형법범,지능범,업무상횡령,밤(20:00~24:00),40,,,,,,,,,,,,,,,,
형법범,지능범,업무상횡령,새벽(04:00~07:00),23,,,,,,,,,,,,,,,,
형법범,지능범,업무상횡령,심야(00:00~04:00),91,,,,,,,,,,,,,,,,
형법범,지능범,업무상횡령,오전(07:00~12:00),588,,,,,,,,,,,,,,,,
형법범,지능범,업무상횡령,오후(12:00~18:00),759,,,,,,,,,,,,,,,,
형법범,지능범,업무상횡령,초저녁(18:00~20:00),122,,,,,,,,,,,,,,,,
형법범,지능범,우표(인지)등위(변)조,미상,6,,,,,,,,,,,,,,,,
형법범,지능범,우표(인지)등위(변)조,오전(07:00~12:00),1,,,,,,,,,,,,,,,,
형법범,지능범,유가증권위(변)조,미상,974,,,,,,,,,,,,,,,,
형법범,지능범,유가증권위(변)조,밤(20:00~24:00),10,,,,,,,,,,,,,,,,
형법범,지능범,유가증권위(변)조,새벽(04:00~07:00),6,,,,,,,,,,,,,,,,
형법범,지능범,유가증권위(변)조,심야(00:00~04:00),26,,,,,,,,,,,,,,,,
형법범,지능범,유가증권위(변)조,오전(07:00~12:00),148,,,,,,,,,,,,,,,,
형법범,지능범,유가증권위(변)조,오후(12:00~18:00),219,,,,,,,,,,,,,,,,
형법범,지능범,유가증권위(변)조,초저녁(18:00~20:00),29,,,,,,,,,,,,,,,,
형법범,지능범,유실물 표류물 점유이탈물 매장물횡령,미상,348,,,,,,,,,,,,,,,,
