대분류,중분류,소분류,범행동기별,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
형법범,기타형법범,도주와 도주원조죄,현실불만,-,-,-,-,4,2,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,도주와 도주원조죄,부주의,57,32,2,24,93,73,113,1,11,2,1,-,-,-,-,-,-
형법범,기타형법범,도주와 도주원조죄,기타,19,4,7,3,10,30,65,75,90,107,7,5,2,7,4,5,4
형법범,기타형법범,범인은닉·범인도피죄,이욕,-,17,23,26,28,34,34,44,50,47,6,9,10,10,10,13,105
형법범,기타형법범,범인은닉·범인도피죄,사행심,-,2,-,2,-,2,1,1,-,-,-,-,5,3,4,17,-
형법범,기타형법범,범인은닉·범인도피죄,보복,-,-,1,2,1,2,-,1,-,3,1,1,-,-,1,-,-
형법범,기타형법범,범인은닉·범인도피죄,가정불화,-,1,-,-,1,1,-,-,1,-,1,-,1,1,1,-,-
형법범,기타형법범,범인은닉·범인도피죄,호기심,-,2,5,1,7,-,1,4,-,2,5,1,-,-,1,2,1
형법범,기타형법범,범인은닉·범인도피죄,유혹,-,6,9,4,10,13,12,12,17,13,23,11,6,5,16,17,11
형법범,기타형법범,범인은닉·범인도피죄,우발적,-,25,47,55,68,69,53,95,79,74,106,50,64,70,79,158,85
형법범,기타형법범,범인은닉·범인도피죄,현실불만,-,1,1,2,5,2,1,3,2,2,1,-,-,3,1,2,2
형법범,기타형법범,범인은닉·범인도피죄,부주의,-,132,170,192,237,209,221,207,226,204,116,75,69,81,82,73,80
형법범,기타형법범,범인은닉·범인도피죄,기타,-,281,335,376,411,435,524,687,674,683,601,344,317,348,337,358,309
형법범,기타형법범,위증죄,이욕,247,203,197,187,215,274,262,253,223,192,14,8,17,15,12,18,237
형법범,기타형법범,위증죄,사행심,24,7,6,12,7,11,4,7,4,2,5,-,-,4,1,5,4
형법범,기타형법범,위증죄,보복,7,2,8,3,2,5,9,3,7,4,2,8,4,3,17,5,3
형법범,기타형법범,위증죄,가정불화,1,4,2,-,3,4,1,1,1,-,2,2,1,2,1,2,2
형법범,기타형법범,위증죄,호기심,1,1,7,17,5,1,3,29,13,5,3,-,-,-,-,-,1
형법범,기타형법범,위증죄,유혹,10,11,7,2,7,6,4,10,11,1,6,3,1,-,8,8,2
형법범,기타형법범,위증죄,우발적,22,21,14,18,40,31,34,31,39,19,16,16,21,22,46,37,23
형법범,기타형법범,위증죄,현실불만,5,3,3,4,1,3,7,7,-,3,2,3,5,2,4,8,9
형법범,기타형법범,위증죄,부주의,71,89,61,62,69,110,91,83,62,36,35,20,30,45,54,68,41
형법범,기타형법범,위증죄,기타,2068,1843,1686,1863,1916,2596,2469,2212,1961,1844,2682,2630,2592,2686,2799,2932,2723
형법범,기타형법범,허위감정·증거인멸은닉·증인은닉죄,이욕,10,14,7,3,2,8,1,6,4,5,-,1,1,-,-,2,11
형법범,기타형법범,허위감정·증거인멸은닉·증인은닉죄,사행심,-,3,1,-,-,1,1,-,-,-,-,2,-,-,1,-,-
형법범,기타형법범,허위감정·증거인멸은닉·증인은닉죄,호기심,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-
형법범,기타형법범,허위감정·증거인멸은닉·증인은닉죄,유혹,-,1,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1
형법범,기타형법범,허위감정·증거인멸은닉·증인은닉죄,우발적,4,5,2,2,5,7,2,3,4,4,2,-,3,4,7,4,2
형법범,기타형법범,허위감정·증거인멸은닉·증인은닉죄,현실불만,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,2
형법범,기타형법범,허위감정·증거인멸은닉·증인은닉죄,부주의,4,12,4,4,10,12,10,3,2,10,3,3,1,4,3,2,1
형법범,기타형법범,허위감정·증거인멸은닉·증인은닉죄,기타,43,74,32,35,42,39,59,65,70,50,43,45,73,66,39,64,82
형법범,기타형법범,무고의 죄,이욕,167,141,152,166,169,255,208,208,198,218,39,25,21,17,35,33,257
형법범,기타형법범,무고의 죄,사행심,-,8,16,16,11,6,3,5,3,2,3,5,1,1,4,3,2
형법범,기타형법범,무고의 죄,보복,92,69,40,70,43,74,102,66,67,80,59,71,47,29,2,4,7
형법범,기타형법범,무고의 죄,가정불화,19,17,4,6,9,3,11,11,11,7,7,9,5,2,2,3,3
형법범,기타형법범,무고의 죄,호기심,1,1,5,9,6,3,-,11,21,7,1,2,-,-,1,-,-
형법범,기타형법범,무고의 죄,유혹,8,-,5,5,2,6,1,2,1,1,-,7,3,3,6,5,10
형법범,기타형법범,무고의 죄,우발적,49,31,41,45,63,71,87,77,63,59,77,62,74,52,97,108,67
형법범,기타형법범,무고의 죄,현실불만,40,9,18,57,8,33,27,22,25,26,23,18,11,18,20,32,24
형법범,기타형법범,무고의 죄,부주의,35,59,61,65,61,63,55,71,55,53,22,18,34,31,32,40,32
형법범,기타형법범,무고의 죄,기타,1394,1354,1381,1424,1507,2111,2122,2174,2045,1993,2862,3045,3131,2742,2911,3496,3340
형법범,기타형법범,특가법(무고),기타,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,특가법(무고),이욕,-,-,-,-,-,-,-,1,-,-,2,-,-,-,-,-,-
형법범,기타형법범,특가법(무고),보복,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,특가법(무고),유혹,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
형법범,기타형법범,특가법(무고),우발적,-,-,-,-,-,-,-,3,-,1,1,-,-,2,-,-,-
형법범,기타형법범,특가법(무고),현실불만,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
형법범,기타형법범,특가법(무고),부주의,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-
형법범,기타형법범,특가법(무고),기타,-,-,-,-,1,1,1,3,6,-,1,9,2,3,-,1,-
형법범,기타형법범,신앙에 관한 죄,이욕,19,20,22,7,6,16,18,23,19,12,3,1,3,13,1,3,36
형법범,기타형법범,신앙에 관한 죄,사행심,-,1,-,1,-,2,-,-,-,-,-,-,-,-,-,-,1
형법범,기타형법범,신앙에 관한 죄,보복,1,1,1,1,-,8,-,-,1,-,3,-,2,-,-,-,-
형법범,기타형법범,신앙에 관한 죄,가정불화,-,1,-,-,2,-,1,1,2,-,1,2,1,3,-,-,1
형법범,기타형법범,신앙에 관한 죄,호기심,-,-,1,5,-,-,-,1,1,-,-,-,-,-,-,-,-
형법범,기타형법범,신앙에 관한 죄,유혹,-,-,-,-,2,3,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,신앙에 관한 죄,우발적,12,18,6,8,3,6,7,5,17,22,18,25,20,34,23,8,10
형법범,기타형법범,신앙에 관한 죄,현실불만,8,-,1,22,1,1,-,19,7,7,12,1,9,13,20,17,10
형법범,기타형법범,신앙에 관한 죄,부주의,21,20,11,14,24,23,24,26,18,31,11,17,28,18,29,17,24
형법범,기타형법범,신앙에 관한 죄,기타,193,173,184,214,174,235,199,254,224,357,477,414,476,536,289,402,333
형법범,기타형법범,실화 및 업무상실화죄,이욕,70,56,56,41,28,42,43,47,30,27,7,4,5,-,7,3,98
형법범,기타형법범,실화 및 업무상실화죄,사행심,1,5,2,3,2,-,-,3,-,1,-,-,-,2,2,-,-
형법범,기타형법범,실화 및 업무상실화죄,보복,-,-,2,-,1,2,2,-,-,1,3,2,-,2,-,-,1
형법범,기타형법범,실화 및 업무상실화죄,가정불화,5,5,1,1,1,2,-,4,2,5,4,3,-,3,-,1,1
형법범,기타형법범,실화 및 업무상실화죄,호기심,11,7,4,16,7,2,7,10,12,4,6,8,4,12,15,19,4
형법범,기타형법범,실화 및 업무상실화죄,유혹,-,2,1,1,1,-,-,1,3,1,-,-,2,-,2,-,-
형법범,기타형법범,실화 및 업무상실화죄,우발적,96,56,65,65,56,56,59,88,73,60,66,76,89,92,107,147,80
형법범,기타형법범,실화 및 업무상실화죄,현실불만,3,2,5,4,2,6,1,1,-,2,1,-,5,1,5,2,3
형법범,기타형법범,실화 및 업무상실화죄,부주의,1233,1170,1099,978,805,910,1053,1044,855,750,764,746,686,675,812,864,788
형법범,기타형법범,실화 및 업무상실화죄,기타,445,370,343,399,337,328,345,339,271,282,420,422,394,401,313,327,270
형법범,기타형법범,일수와 수리에 관한 죄,이욕,-,3,1,4,1,3,1,2,3,3,-,-,-,-,-,-,-
형법범,기타형법범,일수와 수리에 관한 죄,사행심,1,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-
형법범,기타형법범,일수와 수리에 관한 죄,보복,2,1,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,일수와 수리에 관한 죄,우발적,-,-,-,-,-,-,-,2,-,-,2,1,-,-,1,-,2
형법범,기타형법범,일수와 수리에 관한 죄,현실불만,-,1,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-
형법범,기타형법범,일수와 수리에 관한 죄,부주의,-,2,1,4,1,1,2,-,2,-,1,1,-,1,-,-,8
형법범,기타형법범,일수와 수리에 관한 죄,기타,13,12,11,9,20,14,12,24,12,4,11,12,16,15,15,4,7
형법범,기타형법범,교통 방해의 죄,이욕,99,63,70,80,69,67,64,70,60,240,11,11,6,7,18,9,219
형법범,기타형법범,교통 방해의 죄,사행심,-,1,3,20,13,1,-,4,-,1,2,1,1,3,3,9,1
형법범,기타형법범,교통 방해의 죄,보복,12,13,17,3,6,12,10,4,16,6,9,16,13,17,-,-,2
형법범,기타형법범,교통 방해의 죄,가정불화,-,-,-,-,-,-,3,1,1,1,-,3,1,1,1,2,2
형법범,기타형법범,교통 방해의 죄,호기심,1,2,7,9,7,1,-,14,2,2,2,2,-,1,2,3,15
형법범,기타형법범,교통 방해의 죄,유혹,2,5,2,2,-,-,-,15,2,-,-,1,-,-,2,4,1
형법범,기타형법범,교통 방해의 죄,우발적,47,49,124,30,31,60,56,91,90,114,102,103,142,169,221,229,140
형법범,기타형법범,교통 방해의 죄,현실불만,63,15,35,17,123,25,75,79,28,119,38,65,201,101,212,156,54
형법범,기타형법범,교통 방해의 죄,부주의,501,539,491,509,484,465,428,449,382,425,237,198,210,178,183,200,232
형법범,기타형법범,교통 방해의 죄,기타,352,251,319,366,494,433,499,556,479,815,609,676,695,1053,944,1283,883
형법범,기타형법범,음용수에 관한 죄,이욕,1,2,3,5,-,3,8,2,-,6,-,-,-,-,-,-,1
형법범,기타형법범,음용수에 관한 죄,사행심,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,음용수에 관한 죄,보복,2,2,1,-,-,-,-,-,-,-,-,1,-,1,-,-,-
형법범,기타형법범,음용수에 관한 죄,가정불화,-,-,-,-,-,-,-,-,-,1,-,-,1,-,1,1,-
형법범,기타형법범,음용수에 관한 죄,우발적,3,2,1,4,3,4,5,4,4,3,-,7,4,5,4,3,12
형법범,기타형법범,음용수에 관한 죄,현실불만,-,6,-,-,-,3,2,-,-,-,-,-,1,2,2,-,1
형법범,기타형법범,음용수에 관한 죄,부주의,-,2,1,3,-,1,2,3,1,1,1,1,-,2,-,-,1
형법범,기타형법범,음용수에 관한 죄,기타,28,24,15,10,10,48,26,31,23,23,15,23,26,30,21,27,19
형법범,기타형법범,아편·몰핀에 관한 죄,기타,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,과실사상의 죄,이욕,255,240,199,189,214,177,181,173,171,142,26,24,9,13,13,19,384
형법범,기타형법범,과실사상의 죄,사행심,14,26,16,21,23,4,2,2,-,-,3,2,6,2,5,1,1
형법범,기타형법범,과실사상의 죄,보복,1,1,1,-,1,-,-,1,-,-,1,5,4,3,-,-,1
형법범,기타형법범,과실사상의 죄,가정불화,5,1,1,1,-,3,3,4,1,1,3,1,2,3,2,-,1
형법범,기타형법범,과실사상의 죄,호기심,6,3,17,42,13,4,4,17,8,1,2,3,5,1,-,1,2
형법범,기타형법범,과실사상의 죄,유혹,1,1,4,4,4,3,-,9,13,1,-,1,2,1,2,3,-
형법범,기타형법범,과실사상의 죄,우발적,202,176,177,169,143,178,207,213,210,196,256,239,381,349,408,454,353
형법범,기타형법범,과실사상의 죄,현실불만,6,3,4,2,3,10,6,4,3,5,2,4,3,3,1,1,5
형법범,기타형법범,과실사상의 죄,부주의,2727,2825,2869,2716,2416,2426,2665,2553,2414,2387,2267,1925,2083,2136,2360,2381,2352
형법범,기타형법범,과실사상의 죄,기타,1817,1645,1744,1796,1577,1757,1918,1829,1736,2102,2523,2441,2591,2472,2159,2463,2384
형법범,기타형법범,낙태의 죄,이욕,4,8,-,2,2,9,22,4,7,3,-,-,2,-,-,3,19
형법범,기타형법범,낙태의 죄,사행심,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,낙태의 죄,가정불화,2,1,-,2,3,2,5,1,1,-,2,1,1,-,2,-,2
형법범,기타형법범,낙태의 죄,유혹,-,1,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-
형법범,기타형법범,낙태의 죄,우발적,3,-,-,-,-,1,-,5,-,-,1,-,2,2,-,1,2
형법범,기타형법범,낙태의 죄,현실불만,-,-,-,-,-,1,-,1,-,-,-,-,-,-,1,1,1
형법범,기타형법범,낙태의 죄,부주의,3,1,-,4,7,4,2,3,2,2,1,1,8,1,1,5,5
형법범,기타형법범,낙태의 죄,기타,22,26,18,26,30,43,40,56,31,29,44,45,42,31,48,30,75
형법범,기타형법범,유기의 죄,이욕,12,5,8,11,5,16,9,14,9,7,11,6,2,3,1,6,22
형법범,기타형법범,유기의 죄,사행심,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
형법범,기타형법범,유기의 죄,보복,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-
형법범,기타형법범,유기의 죄,가정불화,7,12,13,2,12,9,16,9,6,12,18,12,10,12,7,3,10
형법범,기타형법범,유기의 죄,유혹,-,-,-,-,1,1,-,1,-,-,-,1,-,-,-,-,-
형법범,기타형법범,유기의 죄,우발적,4,9,5,7,11,6,10,9,7,3,14,17,11,15,22,12,10
형법범,기타형법범,유기의 죄,현실불만,4,4,5,3,2,10,4,5,4,-,6,1,2,2,6,4,3
형법범,기타형법범,유기의 죄,부주의,4,10,2,4,6,8,4,5,8,5,7,3,9,4,7,18,10
형법범,기타형법범,유기의 죄,기타,65,58,61,64,53,92,78,102,68,98,155,116,100,129,100,94,67
형법범,기타형법범,명예에 관한 죄,이욕,278,244,177,195,199,321,386,444,402,457,28,37,32,44,50,75,1774
형법범,기타형법범,명예에 관한 죄,사행심,10,17,44,26,27,13,8,8,13,8,5,5,3,2,7,20,6
형법범,기타형법범,명예에 관한 죄,보복,113,85,101,90,71,115,156,126,154,135,163,187,168,91,10,5,6
형법범,기타형법범,명예에 관한 죄,가정불화,45,32,34,43,26,34,45,26,21,23,46,49,36,53,38,28,56
형법범,기타형법범,명예에 관한 죄,호기심,4,3,22,31,19,9,9,39,40,6,11,4,3,9,21,9,27
형법범,기타형법범,명예에 관한 죄,유혹,3,2,3,2,6,6,-,13,17,6,5,4,4,4,6,15,5
형법범,기타형법범,명예에 관한 죄,우발적,493,469,433,415,460,604,673,700,639,580,843,935,819,1226,2169,2945,2219
형법범,기타형법범,명예에 관한 죄,현실불만,144,104,65,108,137,211,223,197,219,173,227,256,199,284,452,593,468
형법범,기타형법범,명예에 관한 죄,부주의,139,174,164,132,171,211,204,289,220,209,126,142,157,200,365,505,419
형법범,기타형법범,명예에 관한 죄,기타,2824,3028,3020,3103,3226,5047,5528,5835,5731,5976,8657,9922,10488,11012,12130,12885,11866
형법범,기타형법범,신용·업무와 경매에 관한 죄,이욕,-,-,-,-,-,-,-,-,-,-,-,-,-,-,196,218,2237
형법범,기타형법범,신용·업무와 경매에 관한 죄,사행심,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,43,9
형법범,기타형법범,신용·업무와 경매에 관한 죄,보복,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,7,21
형법범,기타형법범,신용·업무와 경매에 관한 죄,가정불화,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,19,49
형법범,기타형법범,신용·업무와 경매에 관한 죄,호기심,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,19,10
형법범,기타형법범,신용·업무와 경매에 관한 죄,유혹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29,31,21
형법범,기타형법범,신용·업무와 경매에 관한 죄,우발적,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7689,9292,6546
형법범,기타형법범,신용·업무와 경매에 관한 죄,현실불만,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1623,1514,1125
형법범,기타형법범,신용·업무와 경매에 관한 죄,부주의,-,-,-,-,-,-,-,-,-,-,-,-,-,-,304,520,328
형법범,기타형법범,신용·업무와 경매에 관한 죄,기타,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12242,12963,10622
형법범,기타형법범,비밀침해죄,이욕,-,-,1,-,-,2,1,1,1,-,-,-,-,-,-,-,4
형법범,기타형법범,비밀침해죄,사행심,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,비밀침해죄,보복,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
형법범,기타형법범,비밀침해죄,가정불화,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
형법범,기타형법범,비밀침해죄,호기심,-,3,-,-,-,-,-,-,-,-,1,-,2,2,1,1,-
형법범,기타형법범,비밀침해죄,유혹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
형법범,기타형법범,비밀침해죄,우발적,-,-,-,-,-,-,-,-,1,-,3,1,-,-,-,1,3
형법범,기타형법범,비밀침해죄,부주의,-,-,1,-,-,-,-,-,2,1,1,-,1,-,3,5,2
형법범,기타형법범,비밀침해죄,기타,6,3,5,10,2,7,8,12,10,6,22,23,41,37,40,34,42
형법범,기타형법범,주거침입의 죄,이욕,178,137,151,175,176,265,220,151,148,147,69,34,36,46,55,63,643
형법범,기타형법범,주거침입의 죄,사행심,7,3,3,5,10,5,7,4,3,2,5,7,6,5,10,23,1
형법범,기타형법범,주거침입의 죄,보복,10,4,8,9,9,15,15,13,9,10,15,15,28,23,2,1,7
형법범,기타형법범,주거침입의 죄,가정불화,8,6,9,5,13,16,15,16,9,12,16,26,58,72,75,58,50
형법범,기타형법범,주거침입의 죄,호기심,27,20,32,35,28,25,27,25,14,15,26,21,106,143,164,170,158
형법범,기타형법범,주거침입의 죄,유혹,4,1,6,2,10,8,5,6,2,1,9,6,21,17,36,56,34
형법범,기타형법범,주거침입의 죄,우발적,114,110,142,132,170,237,268,253,225,265,388,529,1309,1796,2488,2631,2059
형법범,기타형법범,주거침입의 죄,현실불만,13,21,88,46,36,39,29,25,71,30,51,68,135,193,199,280,211
형법범,기타형법범,주거침입의 죄,부주의,40,34,36,52,89,106,104,101,65,72,72,70,163,155,312,294,257
형법범,기타형법범,주거침입의 죄,기타,645,578,816,806,924,1168,1089,1095,1087,1017,1464,1647,2625,2939,2657,2728,2567
형법범,기타형법범,권리행사를 방해하는 죄,이욕,453,608,611,636,988,1073,854,793,743,686,104,112,87,90,94,122,573
형법범,기타형법범,권리행사를 방해하는 죄,사행심,14,19,26,44,38,22,8,14,9,4,7,20,14,9,9,19,2
형법범,기타형법범,권리행사를 방해하는 죄,보복,4,8,6,12,6,6,12,3,-,4,7,7,5,3,3,-,17
형법범,기타형법범,권리행사를 방해하는 죄,가정불화,3,1,3,4,3,2,2,3,-,5,4,9,4,7,2,-,3
형법범,기타형법범,권리행사를 방해하는 죄,호기심,2,1,8,25,35,7,6,15,16,4,3,1,3,3,4,2,3
형법범,기타형법범,권리행사를 방해하는 죄,유혹,-,2,4,2,5,8,2,9,12,4,6,4,6,6,6,5,7
형법범,기타형법범,권리행사를 방해하는 죄,우발적,38,50,55,60,79,74,70,96,66,60,83,91,96,96,157,173,104
형법범,기타형법범,권리행사를 방해하는 죄,현실불만,16,22,8,9,14,15,13,15,14,7,17,9,9,2,15,21,12
형법범,기타형법범,권리행사를 방해하는 죄,부주의,72,108,141,133,151,182,161,125,94,67,44,62,64,73,95,125,82
형법범,기타형법범,권리행사를 방해하는 죄,기타,1819,2036,2318,2843,4031,4517,3538,3199,2776,2741,4560,4640,5502,5098,4570,5239,4387
형법범,기타형법범,인질강요,이욕,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
형법범,기타형법범,인질강요,가정불화,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-
형법범,기타형법범,인질강요,우발적,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,인질강요,현실불만,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
형법범,기타형법범,인질강요,기타,-,-,-,2,-,-,-,-,-,-,2,-,-,-,2,-,-
형법범,기타형법범,인질상해(치상),이욕,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,인질상해(치상),가정불화,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
형법범,기타형법범,인질상해(치상),우발적,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,1
형법범,기타형법범,인질상해(치상),현실불만,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
형법범,기타형법범,인질상해(치상),기타,-,-,-,-,-,5,-,-,-,-,-,1,-,-,-,-,-
형법범,기타형법범,인질살해(치사),기타,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
형법범,기타형법범,범인은닉범인도피죄,이욕,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,범인은닉범인도피죄,사행심,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,범인은닉범인도피죄,호기심,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,범인은닉범인도피죄,유혹,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,범인은닉범인도피죄,우발적,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,범인은닉범인도피죄,현실불만,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,범인은닉범인도피죄,부주의,103,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,범인은닉범인도피죄,기타,263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,기타,이욕,-,-,-,-,-,-,-,-,-,-,18,13,6,34,76,1,2
형법범,기타형법범,기타,사행심,-,-,-,-,-,-,-,-,-,-,4,1,-,2,1,-,-
형법범,기타형법범,기타,보복,-,-,-,-,-,-,-,-,-,-,4,6,-,-,-,-,-
형법범,기타형법범,기타,호기심,-,-,-,-,-,-,-,-,-,-,-,4,1,8,2,-,-
형법범,기타형법범,기타,유혹,-,-,-,-,-,-,-,-,-,-,-,2,-,5,5,-,-
형법범,기타형법범,기타,우발적,-,-,-,-,-,-,-,-,-,-,16,7,7,37,22,4,-
형법범,기타형법범,기타,현실불만,-,-,-,-,-,-,-,-,-,-,-,-,1,5,-,-,-
형법범,기타형법범,기타,부주의,-,-,-,-,-,-,-,-,-,-,27,2,8,46,52,1,-
형법범,기타형법범,기타,기타,-,-,-,-,-,-,-,-,-,-,81,27,48,296,293,9,4
특별법범,소계,소계,이욕,83220,75096,72753,73894,90847,89259,73955,85752,79272,76647,35777,29789,33450,38392,50896,60902,153744
특별법범,소계,소계,사행심,1692,1861,2314,3312,2646,2283,2141,2260,2094,1787,2950,2287,5769,5735,6768,9008,371
특별법범,소계,소계,보복,76,95,140,104,127,113,155,171,252,202,1592,1227,1044,1300,1865,1300,5156
특별법범,소계,소계,가정불화,186,146,164,158,257,427,457,361,243,250,1070,696,632,622,598,473,503
특별법범,소계,소계,호기심,5291,7028,13845,16378,10066,5653,5156,7138,6566,5339,5922,6784,12636,16676,20472,28442,12785
